ISO,Year,yrsoffc,eiec,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
RUS,2002,2,7,0,0,145306497,-0.95484823,-0.376179725,21257.8381,0.593058919,0.909602429,2.31E+12,0,0,0,0,0,0,0,0,0.6111111,0.33333334,1.5,0,2.391373353,0.244519385,1.487473425,0.659380543,0,0.994751129,1.724803089,1.198198273,1.407312102,0.860325325,2.537310227,0.824300789,-1,0,-1,0,0,0,-1,0,0,0,0,0,-0.884511457,-0.547245873,0.109455576,-0.446721159,-0.028185925,-3.10970345,-2.791030441,-1.140520169,0.066927509,0.062188942,0.161587205,-0.022993662
TUR,2002,3,7,1,0,67048795,-0.570128739,0.052565046,18315.0724,0.639314114,0.314001411,7.24381E+14,0,0,0,0,0,0,0,0,0.83333331,1,1,0.5,2.803245941,0.306167059,1.602014852,0.89506403,0,1.325374953,1.858253228,1.477474477,1.458782714,0.881110029,2.667420625,0.827817516,-2,0,-1,-1,-1,-2,-2,-1,0.05555552,0.16666669,0,0,-0.671304793,-0.537810236,0.159568845,-0.293063402,-0.001773461,-2.948860913,-2.725040186,-1.100592395,0.096857002,0.0652598,0.220715024,0.00459613
USA,2002,2,7,0,1,287625193,1.873596668,1.620927811,56862.1687,0.540189431,0.477610406,1.17E+13,7,1,2,4,0,6,4,7,1.2222222,0.66666669,2,1,2.499276861,0.388594331,0.941763292,1.168919238,0,1.84016558,1.271604323,0.481743191,1.231319842,0.64162708,2.169624071,0.882708419,6,1,2,3,0,3,3,1,0,0,0,0,-1.613149381,-0.01255285,-0.329660452,-1.27093608,-0.164492631,-3.202108297,-2.115048238,-1.95733161,0.052653409,0.063701564,0.079205917,0.015052742
ZAF,2002,3,7,1,0,48019415,0.332901508,0.607831419,15559.8915,0.660389766,0.913537225,4.04606E+14,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,3.586187902,0.612916102,1.48428057,1.488991229,0,2.287198944,1.852173553,1.799000519,1.436727862,0.845052203,2.532159011,0.932972395,-1,0,0,-1,0,-1,0,0,0,0,0,0,0.174988335,-0.200659624,0.290454196,0.085193763,-0.013969597,-1.945185316,-1.6320109,-0.501956977,0.065636896,0.061890473,0.133138702,0.001881493
AUS,2003,7,7,0,1,19720737,1.895287037,1.773278832,49573.3743,0.470088953,0.68871938,7.13396E+14,3,0,0,3,0,3,2,1,1.1388888,1.1666666,1.75,0.5,2.678101224,0.693250769,0.826347316,1.158503138,0.00300326,2.408732089,1.632398076,1.581263647,1.611452164,0.80026633,2.799185945,1.234904235,1,0,-1,2,0,2,1,0,0,0,0,0,-0.871050304,-0.074520695,-0.359275098,-0.437254511,0.00300326,-0.291121772,-0.083114439,-0.39772106,0.152615958,0.063677236,0.293612136,0.100558466
BRA,2003,1,7,1,0,180622688,0.090239018,0.081757367,16629.6855,0.686053496,0.470506602,1.88E+12,2,0,1,1,0,1,1,2,0.75,0.5,0.5,1.25,2.909156288,0.73652309,0.913389292,1.259243906,0.004422663,2.617405516,1.724985911,2.254099391,1.390454315,0.764277285,2.50197228,0.905113413,-4,-3,-1,0,0,-3,-1,2,-0.08333331,-0.5,0,0.25,-0.717641053,0.244899772,-0.529220311,-0.433320515,0.004422663,0.063112436,-0.436572355,-0.463069557,0.08949441,0.009734098,0.208277262,0.050471855
CAN,2003,1,7,1,0,31642461,1.931292057,1.924679995,47666.6974,0.503020571,0.547738806,1.13E+12,10,1,6,3,0,14,8,3,1.8888888,0.16666667,4.5,1,1.453061404,0.190045288,0.201002799,1.062013316,0.001153078,1.357422524,1.147299314,3.395880757,1.304249165,0.710381041,2.202771981,0.999594546,7,1,5,1,0,11,6,3,1.16666659,0,3.5,0,-4.679483124,-0.723111513,-1.610819724,-2.345551887,0.001153078,-3.774202114,-2.291278967,-2.347818421,0.033792741,0.012497945,0.075474588,0.013405688
CHE,2003,5,7,0,0,7339001,2.012480974,1.753735542,62430.2995,0.421384041,0.127445255,3.55123E+14,0,0,0,0,0,0,0,0,2.25,1,3.5,2.25,4.520099564,1.425400682,1.488897737,1.605801145,0.014539408,3.81979185,2.372465438,2.472268809,1.643082778,0.923855569,3.038972662,0.966420113,0,0,0,0,0,0,-1,0,0,0,0,0,1.740519175,1.136382263,-0.21222401,0.816360922,0.014539408,2.618784255,0.439224158,0.930437826,0.172839193,0.028418132,0.35905317,0.131046253
CHL,2003,4,7,1,0,16024752,1.167100906,1.100245118,21392.3241,0.703999507,0.33795853,2.24469E+14,0,0,0,0,0,0,0,0,0.19444445,0.33333334,0.25,0,2.915608557,0.671934351,0.954851407,1.288822798,0.004620591,2.613512772,1.719508132,2.031698675,1.415758408,0.750699086,2.441354713,1.055221445,0,0,0,0,0,0,0,0,0.02777778,-0.16666666,0.25,0,-0.834242299,-0.08978719,-0.420689052,-0.323766056,0.004620591,-0.07772872,-0.267958408,-0.167076722,0.104026734,-0.016704653,0.206643829,0.122140989
CHN,2003,14,3,1,0,1288400000,-0.39526549,-0.147587299,6187.2457,0.542811415,1.177758496,5.71E+12,2,0,0,2,0,2,0,0,0.3611111,0.33333334,0.75,0,2.84434105,0.732649755,0.986017096,1.125674198,0.005199871,2.554982203,1.934955909,2.111321908,1.721117721,0.865853773,2.909339174,1.388160234,1,0,0,1,0,1,-1,0,0.05555555,0.16666667,0,0,-0.994004468,-0.067679448,-0.362054681,-0.564270338,0.005199871,-0.336609139,0.018915627,-0.39324634,0.145162823,0.049186714,0.241559617,0.144742081
EUE,2003,5,6.999730377,1,0,410852609,0.896954205,1.029158858,39475.2,0.50064239,0.297369042,1.51183E+13,6,2,2,2,0,5,3,3,1.822153702,1.031124059,3.413060149,1.022276886,1.415084227,0.291108477,0.334493319,0.789482431,0.031386272,1.366328272,0.895820383,0.906694711,1.372806232,0.756235816,2.52669559,0.83548736,4,2,0,2,0,5,1,2,0.17444813,0.015676126,0.330101629,0.177566578,-2.639700575,-0.533643953,-0.651142677,-1.454913945,0.031386272,-1.950341606,-0.638808964,-1.032611936,0.194124799,0.058725882,0.522698559,0.000950039
GBR,2003,6,7,1,0,59647577,1.982953906,1.746334672,41260.1851,0.495225918,0.284852743,1.85E+12,2,1,0,1,0,2,1,0,2.1388888,1.1666666,4.75,0.5,4.269682789,1.271978548,1.411230843,1.586473398,0.010843004,3.678233221,2.249780837,2.419275014,1.572225785,0.880543113,2.863448498,0.972685756,-7,-1,-2,-4,0,-5,-1,-2,0.8055554,0.1666666,2.25,0,1.829884063,1.065666124,-0.144022718,0.908240657,0.010843004,2.637131746,0.383703183,0.870841812,0.126348993,0.021723113,0.258304205,0.099019625
IDN,2003,2,6,0,0,225048008,-0.979823589,-0.596454501,6281.5979,0.515901052,0.492757353,8.52038E+14,0,0,0,0,0,0,1,0,0.25,0,0.75,0,2.701756835,0.674760569,0.833563788,1.193432478,0.005868745,2.379683359,1.693408572,1.525386055,1.713526222,0.861248113,2.845782938,1.433547624,-1,0,-1,0,0,-1,0,0,0,0,0,0,-0.581756067,-0.103180388,-0.270623377,-0.207952302,0.005868745,-0.078526595,0.152631895,-0.280297499,0.14177225,0.058831228,0.198081564,0.168403892
IND,2003,5,7,0,1,1116803006,-0.456320524,-0.143909425,3779.3861,0.536750969,0.633678384,2.35E+12,1,0,0,1,0,1,0,0,1.3055556,0.66666669,2.75,0.5,2.979433304,0.750458414,0.904091754,1.324883135,0.008991122,2.682004672,1.746855241,1.951365392,1.462849007,0.821434711,2.621511533,0.945600815,0,0,0,0,0,0,0,0,0.25,0,0.75,0,-0.433130087,0.216354477,-0.465689373,-0.18379519,0.008991122,0.336886451,-0.169195593,-0.12589346,0.166431204,0.044952285,0.352454165,0.101887158
JPN,2003,3,7,0,1,127718000,1.169873714,1.157461047,34164.1105,0.36587648,0.298535061,3.51E+12,2,1,1,0,0,1,2,0,2.75,1,4.25,3,2.595189727,0.429895255,0.651373372,1.5139211,0.003181632,2.57098306,1.426538819,2.101559522,1.177845962,0.697816284,2.089504407,0.746217229,-2,-1,0,-1,0,-2,1,-1,0.0555556,0.16666669,0,0,-0.928149122,0.004634626,-0.555208721,-0.377575027,0.003181632,-0.221831375,-0.656259088,-0.57152256,0.114122741,0.030410117,0.201293056,0.110665025
KOR,2003,1,7,0,0,47892330,0.544911742,0.79047668,28951.0242,0.414162837,0.445099802,1.02E+12,3,0,1,2,0,4,2,3,1.8055556,1.1666666,2.5,1.75,2.430908683,0.559072058,0.676247094,1.195589531,0.005868365,2.118381136,1.430078072,1.483554804,1.398762562,0.711985025,2.423054871,1.061247833,2,0,1,1,0,2,2,2,0.4166668,0,0,1.25,-1.141295165,-0.169693854,-0.514513469,-0.457087843,0.005868365,-0.565974745,-0.469484336,-0.722226275,0.066103693,0.055064209,0.145966563,-0.002719706
MEX,2003,3,7,0,1,102978515,-0.241587132,0.131819323,24105.9899,0.712592626,0.378434004,1.45E+12,1,0,1,0,0,1,2,0,0.91666669,0.5,2.25,0,1.687981901,0.205156286,0.350181945,1.13264367,0.00058203,1.691689646,1.324858231,3.577910474,1.295350278,0.686884897,2.181963402,1.017202614,0,0,1,-1,0,0,2,0,-0.05555552,-0.16666669,0,0,-4.481449213,-0.699018703,-1.505974823,-2.276455687,0.00058203,-3.474394785,-2.205707904,-2.236520189,0.050308508,0.004995327,0.127889491,0.018040703
NOR,2003,2,7,0,1,4564855,2.010966539,1.83412087,60491.1004,0.400030853,0.284542911,2.04381E+14,2,0,0,2,0,2,0,0,2.25,1.5,4.75,0.5,4.420724199,1.3965985,1.438787451,1.585338249,0.005912886,3.915534236,2.346897902,2.210772922,1.677760691,0.912414931,3.199996663,0.920870516,0,0,0,0,0,0,0,0,-0.1111112,0.1666666,0,-0.5,1.282709158,1.010799896,-0.24240579,0.514315051,0.005912886,2.342311368,0.45398618,0.793505457,0.262324815,0.043543466,0.627422833,0.116008166
NZL,2003,4,7,1,0,4027200,2.284625292,1.761944294,38845.9187,0.480410215,0.612159544,1.10177E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,4.456798224,1.414872568,1.418995645,1.622930012,0.00836164,3.778331732,2.298386403,2.279604396,1.727144452,0.970089017,3.251530155,0.959814207,0,0,0,0,0,0,0,0,0,0,0,0,1.363045479,1.025083046,-0.287243133,0.625205566,0.00836164,2.293305929,0.386591496,0.848225227,0.200180058,0.039253856,0.450714187,0.110572136
RUS,2003,3,7,0,0,144648618,-0.783091724,-0.499138176,22577.7109,0.596259739,0.874749247,2.46E+12,2,0,2,0,0,1,2,0,0.72222221,0.66666669,1.5,0,4.192512975,1.300705054,1.31854171,1.573266211,0.027645273,3.58271974,2.089873762,2.130486419,1.575075275,0.889017274,2.874326127,0.961882432,2,0,2,0,0,1,2,0,0.11111111,0.33333335,0,0,1.801139622,1.056185669,-0.168931716,0.913885668,0.027645273,2.587968611,0.365070673,0.932288147,0.167763172,0.028691949,0.3370159,0.137581643
TUR,2003,1,7,0,0,67831730,-0.209118396,0.034863185,18927.3023,0.631999682,0.310134432,7.66129E+14,0,0,0,0,1,0,0,0,0.83333331,1,1,0.5,4.299598937,1.33921712,1.417149275,1.543232541,0,3.643000406,2.248835636,2.237674691,1.645433823,0.924503318,3.066135202,0.945662966,0,0,0,0,1,0,0,0,0,0,0,0,1.496352996,1.033050061,-0.184865577,0.648168512,0,2.317625453,0.390582409,0.760200214,0.186651108,0.043393289,0.398714577,0.117845449
USA,2003,3,7,0,1,290107933,1.704490542,1.540124536,57764.7513,0.544033261,0.469061179,1.20501E+13,1,0,0,1,0,1,1,4,1.2222222,0.66666669,2,1,4.551372253,0.828952538,2.185110709,1.537309007,0.004493317,5.183353427,3.253888448,1.528056708,1.582861097,0.645853466,3.155897517,0.946832368,-6,-1,-2,-3,0,-5,-3,-3,0,0,0,0,2.052095392,0.440358207,1.243347417,0.368389769,0.004493317,3.343187847,1.982284126,1.046313516,0.351541255,0.004226385,0.986273446,0.064123949
ZAF,2003,4,7,1,0,48500348,0.275540829,0.59958005,15937.0769,0.666753957,0.937482469,4.20897E+14,1,0,1,0,0,0,1,0,0.25,0.5,0.25,0,3.320385327,0.9862269,0.96261878,1.371539647,0.007042365,2.890457869,1.797003391,1.818540433,1.637387727,0.880562684,2.988515195,1.043085336,1,0,1,0,0,0,1,0,0,0,0,0,-0.265802575,0.373310798,-0.521661791,-0.117451582,0.007042365,0.603258925,-0.055170162,0.019539914,0.200659865,0.035510481,0.456356184,0.110112941
AUS,2004,8,7,0,1,19932722,2.005868912,1.98494184,50819.2597,0.474483348,0.685351641,7.41484E+14,3,0,1,2,0,6,4,7,1.4722222,1.1666666,1.75,1.5,2.821016698,0.581327132,1.231888261,1.007801304,0.001708426,2.288881342,1.992239209,0.907781818,1.728475962,0.960514112,2.907747351,1.317166501,0,0,1,-1,0,3,2,6,0.3333334,0,0,1,0.142915474,-0.111923637,0.405540945,-0.150701834,-0.001294834,-0.119850748,0.359841133,-0.673481829,0.117023799,0.160247782,0.108561406,0.082262266
BRA,2004,2,7,1,0,182675143,-0.027268711,-0.092270918,17194.656,0.67862385,0.467272296,1.99E+12,1,0,1,0,0,1,1,0,0.55555558,0.16666667,0.5,1,2.645282964,0.473190703,0.772580363,1.399511898,0.032693585,2.256659021,1.834573613,1.276083514,1.442840619,0.794367315,2.571429736,0.962724848,-1,0,0,-1,0,0,0,-2,-0.19444442,-0.33333333,0,-0.25,-0.263873323,-0.263332387,-0.140808929,0.140267992,0.028270921,-0.360746495,0.109587701,-0.978015877,0.052386303,0.03009003,0.069457456,0.057611435
CAN,2004,2,7,1,0,31938807,1.805866241,1.900697708,48494.663,0.507063854,0.528537214,1.16592E+12,0,0,0,0,0,1,2,0,1.8888888,0.16666667,4.5,1,2.96109769,0.143726906,0.283478024,2.53389276,0.002137589,2.865811412,1.983737249,3.222181811,1.320959864,0.725837912,2.229002005,1.008039755,-10,-1,-6,-3,0,-13,-6,-3,0,0,0,0,1.508036287,-0.046318383,0.082475225,1.471879444,0.000984511,1.508388888,0.836437935,-0.173698946,0.016710699,0.01545687,0.026230024,0.008445209
CHE,2004,1,7,0,0,7389625,1.985262632,2.158515692,62920.7393,0.421897006,0.125504985,3.61203E+14,1,1,0,0,0,1,0,0,2.25,1,3.5,2.25,2.760283094,0.774924997,0.863156867,1.12220123,0.001059524,2.058819401,1.814620516,0.463181723,1.695736503,0.963991122,3.083431716,1.039786695,1,1,0,0,0,1,0,0,0,0,0,0,-1.75981647,-0.650475685,-0.62574087,-0.483599915,-0.013479884,-1.760972449,-0.557844923,-2.009087086,0.052653725,0.040135553,0.044459054,0.073366582
CHL,2004,5,7,1,0,16187322,1.305859327,1.117753029,22410.0783,0.714940509,0.336810229,2.39451E+14,1,0,0,1,1,1,0,0,0.19444445,0.33333334,0.25,0,2.582938583,0.458199204,1.051872984,1.072866395,0,2.194437302,1.931310595,0.988463719,1.488292373,0.791565353,2.554286064,1.119025746,1,0,0,1,1,1,0,0,0,0,0,0,-0.332669974,-0.213735148,0.097021576,-0.215956402,-0.004620591,-0.41907547,0.211802463,-1.043234956,0.072533965,0.040866267,0.11293135,0.063804301
CHN,2004,1,3,1,0,1296075000,-0.565061569,-0.109930389,6774.271,0.546003508,1.210235619,6.34E+12,3,0,3,0,0,3,3,0,0.69444442,0.33333334,1.75,0,2.800460659,0.5940878,0.854033264,1.352339596,0.007664687,2.345124398,1.953652651,1.502383607,1.822854787,1.025774576,2.923736451,1.519053394,1,0,3,-2,0,1,3,0,0.33333332,0,1,0,-0.04388039,-0.138561955,-0.131983833,0.226665397,0.002464816,-0.209857805,0.018696742,-0.6089383,0.101737066,0.159920802,0.014397278,0.13089316
EUE,2004,1,6.999721374,0,1,412598648,0.805020402,0.957991436,40295.4,0.515088289,0.289717894,1.55401E+13,3,1,1,1,0,2,2,0,1.871687052,1.063392954,3.426022744,1.125645458,2.398347549,0.42663628,0.683871312,1.287839957,0.005308811,2.337495831,1.36951715,1.136895733,1.397211417,0.778261592,2.5644675,0.848905236,-3,-1,-1,-1,0,-3,-1,-3,0.04953335,0.032268894,0.012962595,0.103368572,0.983263322,0.135527803,0.349377993,0.498357526,-0.026077461,0.971167559,0.473696767,0.230201022,0.024405186,0.022025776,0.037771909,0.013417875
GBR,2004,7,7,1,0,59987905,1.910911679,1.868020773,42181.3527,0.490052267,0.275819179,1.90E+12,5,1,1,3,0,5,2,1,2.1388888,1.1666666,4.75,0.5,2.59634064,0.721921648,0.853442255,1.020976737,0.001713558,1.961523619,1.772927957,0.587299893,1.633464116,0.924078603,2.920704162,1.055609605,3,0,1,2,0,3,1,1,0,0,0,0,-1.673342149,-0.5500569,-0.557788588,-0.565496661,-0.009129446,-1.716709602,-0.47685288,-1.831975121,0.06123833,0.04353549,0.057255664,0.082923849
IDN,2004,3,6,0,0,227926649,-0.976611793,-0.49050501,6600.8278,0.530866971,0.478518215,9.14555E+14,2,0,2,0,0,1,2,0,0.25,0,0.75,0,2.772079116,0.58943346,1.187387997,0.995257658,0.003176619,2.385171489,2.05135678,1.248448328,1.874252761,1.078602274,2.963223221,1.580932867,2,0,2,0,0,1,1,0,0,0,0,0,0.070322281,-0.085327109,0.35382421,-0.19817482,-0.002692126,0.00548813,0.357948208,-0.276937727,0.16072654,0.217354161,0.117440283,0.147385243
IND,2004,6,7,0,1,1135991513,-0.448476195,-0.179698884,3990.378,0.546415581,0.617297619,2.55E+12,0,0,0,0,0,0,0,0,1.3055556,0.66666669,2.75,0.5,2.893487469,0.547416008,1.056616454,1.289455006,0.005395226,2.601266218,2.081615495,1.317534584,1.514485969,0.848881336,2.660959861,1.033616752,-1,0,0,-1,0,-1,0,0,0,0,0,0,-0.085945836,-0.203042406,0.1525247,-0.035428129,-0.003595896,-0.080738454,0.334760254,-0.633830808,0.051636962,0.027446625,0.039448327,0.088015937
JPN,2004,4,7,0,1,127761000,1.200011015,1.343322992,34785.8952,0.378690188,0.290247755,3.59E+12,2,1,1,0,0,1,1,0,3.0277777,1.8333334,4.25,3,3.053385497,0.348075968,1.32630114,1.379008389,0.007143877,2.867522716,2.44139984,1.673734934,1.296151561,0.694461382,2.312637014,0.88135631,0,0,0,0,0,0,-1,0,0.2777777,0.8333334,0,0,0.45819577,-0.081819288,0.674927768,-0.134912711,0.003962245,0.296539656,1.01486102,-0.427824587,0.118305599,-0.003354902,0.223132607,0.135139081
KOR,2004,2,7,0,0,48082519,0.37884891,0.815539062,30110.0401,0.42526867,0.440054591,1.07E+12,6,1,3,2,0,5,5,3,2.2222223,1.1666666,2.75,2.75,2.551658898,0.401269733,1.1879366,0.962452565,0.007940618,2.27125801,1.939639563,1.088638923,1.524609028,0.859447742,2.630157413,1.08422203,3,1,2,0,0,1,3,0,0.4166667,0,0.25,1,0.120750215,-0.157802325,0.511689506,-0.233136966,0.002072254,0.152876874,0.509561491,-0.394915881,0.125846466,0.147462717,0.207102542,0.022974197
MEX,2004,4,7,0,1,104394131,-0.389334857,0.075833812,24438.5546,0.727644816,0.370681695,1.50E+12,1,0,0,1,0,1,1,0,0.80555558,0.16666667,2.25,0,2.871299377,0.127362755,0.247702949,2.496233673,0.006230782,2.789291373,1.993776339,3.21000171,1.321845847,0.702729175,2.221022956,1.041785494,0,0,-1,1,0,0,-1,0,-0.11111111,-0.33333333,0,0,1.183317476,-0.077793531,-0.102478996,1.363590004,0.005648752,1.097601726,0.668918108,-0.367908763,0.026495569,0.015844278,0.039059554,0.02458288
NOR,2004,3,7,0,1,4591910,1.912864566,2.05889225,65972.178,0.407539969,0.276543228,2.24161E+14,3,1,1,1,0,3,1,2,2.25,1.5,4.75,0.5,2.902838806,0.782255153,0.870664836,1.249918817,0.000862652,2.312317978,1.827108549,0.425693087,1.72301069,0.942212245,3.245616515,0.981203361,1,1,1,-1,0,1,1,2,0,0,0,0,-1.517885394,-0.614343347,-0.568122615,-0.335419432,-0.005050234,-1.603216259,-0.519789354,-1.785079835,0.045249999,0.029797314,0.045619852,0.060332845
NZL,2004,5,7,1,0,4087500,2.352138042,1.940045238,39715.8092,0.495589482,0.587861444,1.14747E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,2.974135429,0.818057315,0.95783461,1.198243505,0.003885407,2.303660421,1.873690891,0.469761166,1.760711189,0.998006695,3.268619985,1.015506918,0,0,0,0,0,0,0,0,0,0,0,0,-1.482662795,-0.596815253,-0.461161035,-0.424686507,-0.004476233,-1.474671312,-0.424695512,-1.80984323,0.033566736,0.027917679,0.01708983,0.055692711
RUS,2004,4,7,0,0,144067316,-0.825626493,-0.484211028,24335.4492,0.589174635,0.820792157,2.65E+12,0,0,0,0,0,0,0,0,0.66666669,0.5,1.5,0,2.642899974,0.722280178,1.000287691,0.920332105,0.000547235,1.995361134,1.795432074,0.323392124,1.619722725,0.918626412,2.902739045,1.037802743,-2,0,-2,0,0,-1,-2,0,-0.05555552,-0.16666669,0,0,-1.549613002,-0.578424876,-0.318254019,-0.652934107,-0.027098038,-1.587358607,-0.294441688,-1.807094296,0.04464745,0.029609138,0.028412918,0.07592031
TUR,2004,2,7,0,0,68592617,-0.191904396,-0.019838214,20295.2456,0.618519392,0.285855774,8.41179E+14,0,0,0,0,0,0,0,0,0.83333331,1,1,0.5,2.792079609,0.777415555,0.898772511,1.115891544,0.001525279,2.142714647,1.791667249,0.466337993,1.685293178,0.945886298,3.089776251,1.020217006,0,0,0,0,-1,0,0,0,0,0,0,0,-1.507519328,-0.561801566,-0.518376764,-0.427340998,0.001525279,-1.50028576,-0.457168387,-1.771336698,0.039859356,0.02138298,0.02364105,0.07455404
USA,2004,4,7,0,1,292805298,1.810701966,1.740257859,59291.7873,0.550986597,0.457430964,1.25E+13,3,0,0,3,0,3,2,4,1.2222222,0.66666669,2,1,1.895028005,0.426042884,0.85166228,0.617322841,0.004897279,1.798245696,1.852953131,0.260181473,1.632015323,0.67035247,3.228942485,0.9967511,2,0,0,2,0,2,1,0,0,0,0,0,-2.656344249,-0.402909654,-1.333448429,-0.919986166,0.000403962,-3.385107731,-1.400935317,-1.267875235,0.049154225,0.024499004,0.073044968,0.049918731
ZAF,2004,5,7,1,0,48991421,0.397753119,0.559140086,16350.9138,0.664527729,0.955326993,4.40E+11,4,2,1,1,0,2,1,0,0.25,0.5,0.25,0,2.791159911,0.655099385,0.946185899,1.189874627,0.002347139,2.363912899,1.851741791,0.866503672,1.727939353,0.973714541,3.052159436,1.15794414,3,2,0,1,0,2,0,0,0,0,0,0,-0.529225416,-0.331127515,-0.016432881,-0.18166502,-0.004695226,-0.52654497,0.0547384,-0.952036761,0.090551625,0.093151857,0.063644241,0.114858804
AUS,2005,9,7,0,1,20176844,1.942667723,1.74618125,51719.2706,0.481334433,0.669177137,7.66E+11,1,0,0,1,0,1,1,1,1.8055556,1.1666666,3.25,1,2.653903942,0.712510655,0.899688334,1.041704953,0.011480177,2.11890087,2.206133434,1.831570475,1.906684931,1.00892692,3.303641277,1.407486694,-2,0,-1,-1,0,-5,-3,-6,0.3333334,0,1.5,-0.5,-0.167112755,0.131183523,-0.332199927,0.033903649,0.009771751,-0.169980472,0.213894226,0.923788657,0.178208968,0.048412809,0.395893926,0.090320193
BRA,2005,3,7,1,0,184688101,-0.15374814,-0.157670245,17359.8723,0.693579651,0.456393554,2.05E+12,2,0,2,0,1,1,2,0,0.55555558,0.16666667,0.5,1,2.273908816,0.200201287,0.830251912,1.243455616,0.005144287,1.930566546,1.938367684,2.569158187,1.659483999,0.859233579,3.0224946,1.096723871,1,0,1,0,1,0,1,0,0,0,0,0,-0.371374149,-0.272989416,0.057671549,-0.156056282,-0.027549297,-0.326092475,0.103794072,1.293074673,0.21664338,0.064866265,0.451064864,0.133999023
CAN,2005,3,7,1,0,32242732,1.86970067,1.882459402,49302.0559,0.510382471,0.517256966,1.20E+12,1,1,0,0,0,7,5,4,2.0555556,0.16666667,4.5,1.5,4.971864358,0.119396924,1.665560411,3.186907023,0.006798364,4.110123981,4.109178269,4.175660942,1.372864109,0.748498849,2.333338472,1.036755086,1,1,0,0,0,6,3,4,0.1666668,0,0,0.5,2.010766668,-0.024329982,1.382082387,0.653014263,0.004660775,1.24431257,2.12544102,0.953479131,0.051904246,0.022660937,0.104336467,0.028715331
CHE,2005,2,7,0,0,7437115,2.010125875,1.846282601,64003.8025,0.431123243,0.123724186,3.70685E+14,0,0,0,0,0,0,0,0,2.2777777,0.83333331,3.5,2.5,0.967644947,0.167705335,0.304386354,0.495553258,0.024465179,0.874280049,0.799211771,2.666299717,2.057843268,1.101939265,3.786352078,1.285238501,-1,-1,0,0,0,-1,0,0,0.0277777,-0.16666669,0,0.25,-1.792638147,-0.607219662,-0.558770513,-0.626647973,0.023405655,-1.184539352,-1.015408745,2.203117994,0.362106765,0.137948143,0.702920362,0.245451805
CHL,2005,6,7,1,0,16348778,1.41652751,1.155609965,23289.4415,0.725883887,0.320758332,2.53428E+14,1,0,1,0,0,0,1,0,0.44444445,0.33333334,1,0,2.432902443,0.369847287,0.951556743,1.111498414,0.098571294,2.027584993,2.098151143,2.15503371,1.676830508,0.83948312,2.932169128,1.258839346,0,0,1,-1,-1,-1,1,0,0.25,0,0.75,0,-0.15003614,-0.088351917,-0.100316241,0.038632018,0.098571294,-0.166852309,0.166840548,1.16656999,0.188538135,0.047917767,0.377883064,0.1398136
CHN,2005,2,3,1,0,1303720000,-0.617887735,-0.140640497,7330.0884,0.557739506,1.212371422,6.90E+12,2,0,2,0,0,0,2,0,0.69444442,0.33333334,1.75,0,2.806993802,0.612626883,0.718029215,1.476337704,0.020053835,2.679440681,2.321208409,2.60297876,2.029568716,1.060817884,3.432524134,1.595364221,-1,0,-1,0,0,-3,-1,0,0,0,0,0,0.006533143,0.018539083,-0.136004049,0.123998109,0.012389148,0.334316283,0.367555758,1.100595152,0.20671393,0.035043308,0.508787682,0.076310827
EUE,2005,2,6.999704812,0,1,414272256,0.942269109,1.108238865,40887.7,0.500351436,0.281790465,1.58797E+13,0,0,0,0,0,0,0,3,2.420667399,1.256051511,4.478971438,1.52697931,2.173126898,0.438418085,0.685398144,1.049310669,0.053770073,1.976196641,1.698236831,1.623404039,1.436977338,0.844215056,2.605064229,0.861652723,-3,-1,-1,-1,0,-2,-2,3,0.548980347,0.192658557,1.052948694,0.401333852,-0.225220652,0.011781805,0.001526832,-0.238529289,0.048461262,-0.361299189,0.328719681,0.486508306,0.039765921,0.065953464,0.040596729,0.012747487
