ISO,Year,Count,Barrier.removal,Climate.strategy,Economic.instruments,Information.and.education,Policy.support,Regulatory.Instruments,RDD,Target,Voluntary.approaches,Market.Instr,Non.Market.Instr,TechSup.Instr,EPS_MKT,EPS_NMKT,TECHSUP,EPS,EPS_MKT_CC,EPS_NMKT_CC,EPS_CC,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,EPS_Difference,EPS_MKT_CC_Difference,EPS_NMKT_CC_Difference,EPS_CC_Difference,SpatialLag.Count,SpatialLag.Barrier.removal,SpatialLag.Climate.strategy,SpatialLag.Economic.instruments,SpatialLag.Information.and.education,SpatialLag.Policy.support,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.Target,SpatialLag.Voluntary.approaches,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,SpatialLag.EPS,SpatialLag.EPS_MKT_CC,SpatialLag.EPS_NMKT_CC,SpatialLag.EPS_CC,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_CC_Difference,SpatialLag.EPS_NMKT_CC_Difference,SpatialLag.EPS_CC_Difference
AUS,2000,17,0,0,10,1,5,4,2,1,2,1,14,2,1,1,0.5,0.83,1.2,0,0.57,1,0,0,0.33,1.2,0,0.4,8.668515148050922,0.04910616767606644,0.02341564028270483,2.2366085419028066,3.62064406685266,1.4321846710403023,1.9278144789020732,3.0593646670037082,0.2377950736850419,2.358241321483417,0.3901503865364117,6.856102285526893,2.350383555863339,0.6344809345564988,2.509460569548934,1.2318123544750808,1.4566130115917182,0.7333192246295978,2.246526795870245,1.4059102052822636,-0.011612455806015807,0.3256576028708674,-0.011707820141352415,0.09954401386994025,-0.014114091331429608,0.23063618668658042,0.07011439088790358
BRA,2000,5,0,0,2,0,0,3,1,0,0,1,3,0,0.17,0.5,0,0.22,0.2,0,0.07,0,0,0,0,0,0,0,9.338800520818028,0.09141960276101259,0.05008470915971008,2.213413255050167,4.284770121086379,1.4965624983490686,2.829322459632076,3.533940930781026,0.34625188215895414,3.014780339436294,0.7292053298242789,7.290312718386235,2.894621634959734,0.5970917345926199,1.9527035886396704,0.8933217985129348,1.1465614620491191,0.6981687133396084,1.830907546154695,1.1423172017623704,-0.0413922326165262,0.3693532316885365,-0.02504235457985504,0.10002439214634459,-0.049411618508974554,0.35680269774373485,0.09661294040527733
CAN,2000,9,0,0,3,2,4,2,4,0,2,1,4,1,0.17,1,1,0.72,0.2,0,0.4,-0.33,0,0,-0.11,-0.4,0,-0.13,14.535714691774434,0.014062331818656728,0.00853003422263494,2.10955461975799,7.8926955042238784,1.1068223516232505,5.236558164575594,6.977081036721864,0.07258928538986294,6.052349485094552,0.11730458389905438,12.554655655726034,6.052732496235201,0.6723369099308681,2.078021200527611,1.0038936988829965,1.2484588933014655,0.7981344607499622,2.045203760588926,1.285428972425909,-0.005453137991813066,0.2778088000321136,-0.00426501711131747,0.08645582714116534,-0.006555315119298156,0.846972026838855,0.2844302032174252
CHN,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,0.17,0.5,0,0.22,0,2,0.67,0,0,0,0,0,0,0,10.381057721170393,0.07259618285163574,0.035341914990338986,2.699138023884543,4.3935893623982905,1.7456946097888355,2.414184511893547,3.6183093650082743,0.3090989811252126,2.9543744604089506,0.5750882459081664,8.242320628667631,2.8262210156810017,0.6798503288749401,2.690440851122353,1.3506135442153413,1.5718365073443175,0.8098061468887906,2.375143215223928,1.5137941663407837,0.009686653857564698,0.3424810523199552,-0.017670957495169493,0.11010249761656002,0.01147909562705129,0.29538492599453253,0.09872327448372589
DEU,2000,12,1,0,5,6,4,2,1,3,3,4,8,0,0.83,3.5,1,1.78,1,5,2.33,-0.17,1,0,0.28,-0.2,0,-0.0699999999999998,8.972201902615426,0.,0.19980944302598816,3.215819854659019,2.626610712186252,2.231155301215179,2.6102964234823296,2.579075143308284,0.22770654413866345,1.5389648448921458,1.2562656967979469,5.945821008281508,2.0422682193394213,0.8284490319236071,2.252501896268986,1.134969996469382,1.404252027932725,0.9552829055718702,1.429843206163685,1.1753185959900663,-0.07277906414569663,0.6525796744491794,-0.09990472151299408,0.15928582351897236,-0.08659054691767895,0.17428214049024335,-0.0021973738043325336
ESP,2000,5,0,0,2,1,1,1,2,1,0,1,3,1,0.67,2.5,1.25,1.47,0.8,1,1.02,-0.16,1,0,0.28,-0.2,0,-0.0600000000000001,9.691981432911994,0.20397043105498924,0.28802776220127885,4.116728469623571,2.8512625674614815,3.126162751233208,2.5647950493175546,1.610836099060421,0.7402022821335166,1.3427841053070826,2.4231980185370645,5.879790982737931,1.1340875948865934,0.8869059594630457,2.5116376438061274,1.1591689368567892,1.519665172938363,1.0318542661593262,2.0098766885338204,1.4010733886763707,-0.11183564504753701,0.7997579911854972,-0.14401388110063942,0.1817849526614446,-0.13173506308837268,0.07281415065635055,-0.06729574423239607
FRA,2000,12,0,1,6,2,5,4,0,0,0,5,6,0,1,2.5,1.75,1.75,1.2,1,1.32,-0.17,1,-0.5,0.11,-0.2,0,-0.23,8.991320991073707,0.2693508376557742,0.,3.3034930430226126,3.3897548899089864,2.2560199984759954,2.0670354809278453,2.5230601349347026,1.1019759148805648,1.9689152290273233,1.3948935914986766,6.126648164094368,1.7434454442513205,0.8226792596763597,2.574835861356345,1.0028371286094098,1.4666139962170215,0.9515886717017787,2.3220771612607414,1.4257821886764406,-0.09377127785571132,0.7656844158827368,0.,0.2243987638956557,-0.11200078070809505,0.12948589861041818,0.006254318025878412
GBR,2000,7,0,0,5,1,2,1,2,1,0,0,5,1,1,2.5,0.5,1.33,1.2,1,0.9,0,1,0,0.33,0,0,0,10.396364474023223,0.2026839216676512,0.1539849018076607,3.252823816418156,4.087844964561406,2.4755528009657026,2.9065530867115994,2.8010460063142557,0.6877237935343697,2.541614368953602,1.781572881362884,7.283841419199993,2.131373150077382,0.7509030724442214,2.4063396825854193,1.1408543559199624,1.4323356544935737,0.8762474453987799,2.2353826425206975,1.4187901530848035,-0.07564801862047635,0.5889033816497461,-0.07699245090383035,0.14546509092060694,-0.08969220602940907,0.23286806143114974,0.02373564099159342
IDN,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,1,0.33,0,0,0,0,0,0,0,9.33750935616205,0.00815328579973077,0.03736555829462073,3.166441842416773,3.1687729200409587,1.90067697544883,2.3539141004842232,3.411490601577647,0.3317795658907558,2.0715912264232337,0.42487098754776353,6.783753555591943,2.6845404877246013,0.8616526663757007,2.452422437733145,1.105024655114532,1.4716862512039446,0.9969769395966945,1.841152080778599,1.3157103974255346,-0.04689546889289303,0.6239582508788477,-0.018682779147310365,0.184632413576301,-0.05552739831334608,0.22802059933195082,0.052416744709503964
IND,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0.25,0.92,0.6,1,0.62,0.17,0,0,0.0600000000000001,0.2,0,0.07,9.150247392737693,0.08128362796756057,0.04264735032063478,2.7605634950070064,3.5848168215528973,1.7095359536255899,2.493510558471408,3.0846458841487454,0.4243899706686495,2.433890068110809,0.6817426520470387,7.038283953696767,2.4065089408426896,0.6653733081706794,2.1223029478217494,0.9223882540862764,1.2352230205942618,0.7772204362941506,1.892947518410668,1.1989939076431755,-0.00392701135695547,0.4159120602963186,-0.02132367516031739,0.1290083366329452,-0.004319105798752687,0.25948266035942086,0.0796330700133224
ITA,2000,8,0,0,3,1,3,2,3,0,1,1,3,3,1.33,2.5,1.5,1.78,1.4,1,1.3,-0.17,1,0,0.28,-0.2,0,-0.0700000000000001,9.667631087588992,0.2611699387795281,0.19880604791446388,3.7460869144773343,3.4873767675354324,2.665876195963383,2.526910588200577,1.8936652806965486,0.9901456634813864,1.7962351398839365,2.168223413794386,6.537796535481393,1.195695616285541,0.7567211986395664,2.4859174071214705,1.037012824656018,1.4262228128489032,0.9022078569861264,2.3120734448410207,1.4179430029642013,-0.0907539115796597,0.7196763095058331,-0.09940302395723194,0.17655951192917743,-0.10781510060072122,0.12816360801555285,-0.025079702220325295
JPN,2000,11,0,0,3,4,2,0,3,0,2,0,9,2,0.83,4.25,3,2.69,1,4,2.67,0,0.25,0,0.0800000000000001,0,0,0,9.345927679264584,0.06447544711635904,0.02629391973237059,2.142284234777632,4.268925579376825,1.294399791161592,3.2054769702535264,3.699003228597123,0.2918545372280151,3.200676083935329,0.5031406146097207,7.603923450955792,3.070980193378303,0.5453324123778054,1.7833828476917335,0.6361364955141857,0.9863392927489818,0.6163116977752001,1.7423093442314632,1.0002526216227237,0.027010475092282125,0.269506116129284,-0.013146959866185295,0.09346042261874467,0.032179932824961704,0.405784118094548,0.14468008167476837
KOR,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,2.5,0,0.89,0.2,1,0.4,0.17,0,0,0.0600000000000001,0.2,0,0.07,9.915692948672355,0.04416526079584563,0.0205469467201824,2.42765844285743,4.189021654963292,1.499278515653259,2.5056071113522753,3.5584129909826974,0.21881364915944623,2.9071480530707148,0.37724684442127193,8.074026347571975,2.8342764747389313,0.6254257501698512,2.2348049259949563,1.220119510573201,1.357741134222874,0.716695944325235,2.2861941191990462,1.4101528020996466,0.011425758198777341,0.2731489698117455,-0.0102734733600912,0.08958347574916012,0.013828148693227356,0.30702488796423716,0.10561263428477512
MEX,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.25,0,0.92,0.6,3,1.2,-0.33,0,0,-0.11,-0.4,0,-0.13,14.807687617794945,0.023026328136320905,0.006160875221128602,2.133698901089529,8.034954928426389,1.1926842679106735,5.3411096464333525,7.12553384816889,0.08861628777161651,6.177740046648584,0.178490723603926,12.685963498433265,6.113130479137491,0.6553683381697811,2.0417902143866558,1.016909091353965,1.2349847712260043,0.7799122521261763,1.9854349051622295,1.2637302867769815,-0.01305374960439163,0.2743793430241817,-0.003080437610564301,0.08325853054365061,-0.015756573971318077,0.8565482394927254,0.28506519877341346
RUS,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,0.17,1.5,0,0.56,0.2,4,1.4,0,0,0,0,0,0,0,8.607953207316971,0.1939812874852443,0.06296167246703899,2.8836280381360977,3.2044050153457513,2.075273002229352,2.2632346911755623,2.3607883995392847,0.7288080537652687,1.9246197394051026,1.281582730125392,5.953689458383224,1.726334279416644,0.7588092124630157,2.3521472787248703,0.9724354161285713,1.3607861024899746,0.8629327750325297,2.1645959729918935,1.3342795186733767,-0.06933786710922465,0.621858010973095,-0.031480836233519494,0.17402838580864557,-0.08215125811302743,0.15322753373507716,0.013761255822489094
SAU,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.07167986725105,0.044630730453640105,0.05667723798634101,2.4678512160815194,3.6212080114461775,1.6031559293071382,2.2076319643397,3.0743237256327833,0.24024961673080175,2.4029648448286194,0.5806820384479316,7.054056903303236,2.432933754327059,0.6790550974491685,2.528194608643502,1.2001541409332839,1.467561805655229,0.7971932505820306,2.0249467498542106,1.3427641014111509,0.011323702472542472,0.36101220676626955,-0.028338618993170504,0.11369882610509383,0.013412316507497904,0.2458474030689734,0.07913730318442994
TUR,2000,4,0,0,0,0,1,3,1,0,0,0,2,0,0.83,1,0.5,0.78,1,0,0.5,-0.17,1,0,0.28,-0.2,0,-0.07,9.29304576357696,0.24863040237472234,0.10398351768861766,3.3844600155829507,3.466974435078008,2.4443743437751624,2.3655520331010447,2.282240722043842,0.911694394708408,2.0042924426019018,1.7213701235975838,6.278970405773386,1.664808759220955,0.7846889198450848,2.4929633080573885,1.001945330906549,1.426725783100761,0.9108221804021954,2.3791974964239992,1.4311306005656537,-0.08024397448617038,0.6837056903943705,-0.05199175884430883,0.18422769696346256,-0.0949903413139082,0.14766782144269922,0.0008208926311226578
USA,2000,16,0,0,2,9,1,6,8,0,7,0,14,7,0.67,2,1,1.22,0.8,2,1.27,0,0.25,0,0.0800000000000001,0,1,0.34,6.443661536457368,0.06328446374586243,0.034879027945490824,2.3957448437777895,1.7083233710849912,2.1301583595390836,1.1591657965685234,1.9008830375912544,0.274660516795526,1.098874490534846,0.7793704871538107,3.915998250447448,0.7520907813106557,0.500533043656906,2.079838494478537,0.9390679568240601,1.172133572077906,0.5817653349827405,1.7958019701526995,1.106334057613662,-0.1528520444449972,0.23738791702652012,-0.017439513972745412,0.02211957466269931,-0.18503752166307386,0.,-0.0659139280847388
ZAF,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0.6,0,0.2,-0.17,0,0,-0.06,-0.2,0,-0.07,9.070079557323872,0.14636256075964182,0.04805162890030913,3.085906032199396,3.3928320594679273,1.9947180139340621,2.182913781549068,2.6660589673559985,0.6303201667037441,2.1337765047488135,0.9918775032865801,6.672729175025614,1.9974581646255605,0.7251956781393918,2.356326764068346,1.0185469018647444,1.3657560767271713,0.8456343852766867,2.0407626300497075,1.3028465626237828,-0.012823460222862565,0.5137899100671033,-0.024025814450154566,0.1584628994183928,-0.014860235912507229,0.18486313092711032,0.04977186162455912
ARG,2001,3,0,0,2,0,1,0,1,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.159216120258071,0.030615714001826312,0.05597284698767036,2.143303383697832,2.5183176515001513,2.1242582789302364,1.8388892855672379,1.6247245143015663,0.07222417503060054,2.2505271993350955,0.588426035945268,5.396511630390953,1.1002745708056856,0.5602591323218826,1.572298127526008,0.603097592654066,0.9120956916562311,0.648866200983507,1.27019254733159,0.8407204527047638,0.062303815525987835,0.,-0.00823450298321537,0.02026559520080067,0.07747892020776566,0.,0.020622294895272265
AUS,2001,8,0,0,2,6,2,4,0,0,2,1,8,0,1.17,1,0.5,0.89,1.4,0,0.63,0.17,0,0,0.0600000000000001,0.2,0,0.0600000000000001,7.920731601156255,0.010475167211902645,0.010997185398418716,3.3975163846378886,2.8507726770090436,1.9786114492951206,1.0743116014048226,1.7270648545616674,0.114871762616279,2.2392884518963854,0.8736164026533492,5.8181648838914395,1.206612389062356,0.6313786972903668,2.4854085818081613,1.2154891538943917,1.442283107668,0.7269141639323937,2.2498539598981706,1.3992428581762388,0.002708220079796429,0.,-0.006125053926751365,-0.0010588115224753445,0.003299782316955117,0.,-0.0011263557575425182
BRA,2001,3,0,0,0,0,2,3,0,0,0,0,2,0,0.33,0.5,0,0.28,0.4,0,0.13,0.16,0,0,0.06,0.2,0,0.06,9.602980214117013,0.03487910746455807,0.02804778780962722,3.3897315417319396,4.077546157496137,2.1767016266741965,1.1563894053236947,2.7330643140469264,0.05853359391207008,3.586646247355679,1.0585431281536557,7.352764988641721,1.8891083752247453,0.6117380559555419,1.9777448018976385,0.8658251902566321,1.1505499582355596,0.7145006278475822,1.8920394262386222,1.15879604890458,0.009320610993714458,0.,-0.013087219225084235,-0.0013233713292469407,0.011167640178311108,0.,-0.0008753536368236829
CAN,2001,22,0,0,11,7,12,5,7,0,6,1,13,4,0.17,1,1,0.72,0.2,0,0.4,0,0,0,0,0,0,0,13.69773529672689,0.019328834060414996,0.002817739970252209,3.1266096682280695,7.8058567865505335,2.8029850050040372,1.0661171970387338,5.128212701431771,0.02310984952098925,7.65573056985801,0.2520122408963031,12.433671069080638,3.4303377829211286,0.6763652092137924,2.0741251423217317,0.9982486594386948,1.246587390802661,0.8021897877702405,2.050796477054442,1.2867034778818023,0.004570066418284183,0.,-0.0025859988546879974,0.0006051873841252614,0.005430002056294604,0.,0.0008943346284636619
CHN,2001,3,0,0,2,0,2,0,0,1,0,1,2,0,0.17,0.5,0,0.22,0,2,0.67,0,0,0,0,0,0,0,9.1230951398095,0.013419747171877201,0.014187359870405026,3.4154185977629132,3.7651579086269056,2.09781503544007,1.3093334540529828,2.2803409016979623,0.02762241226129393,3.037597772967672,0.7505211623091486,7.0526248899854105,1.5641100723325234,0.6888581366306894,2.671040190617095,1.3245598887446195,1.5598556541667006,0.8205556533755407,2.3806126485711574,1.5101263893019863,0.012703375667850948,0.,-0.0082766337265517,0.0015960052930690497,0.015399146163906665,0.,0.0020153714712197925
DEU,2001,8,0,0,5,2,1,2,1,0,0,2,5,1,0.83,3.5,1,1.78,1,5,2.33,0,0,0,0,0,0,0,10.250697790690662,0.03393518955652605,0.07359189744339541,4.755924969648763,3.1477495753670626,2.353319029572413,1.6270761009419572,1.7010345878630546,0.07797095534239559,2.2749583233064934,1.895851535734844,6.07964964905081,1.0857915687249162,0.8335228578194889,2.221779631630948,1.055155516634029,1.3696843867696658,0.9606246719698375,1.421753816665527,1.1464512800941384,0.010903873758480735,0.,-0.049446448040167235,-0.012241768734363955,0.013362035939028573,0.,-0.013364594369532657
ESP,2001,3,0,1,1,0,0,0,0,0,1,1,2,0,0.67,2.5,1.25,1.47,0.8,1,1.02,0,0,0,0,0,0,0,10.414858550492388,0.029808983842407218,0.,5.523718818939526,2.6234621302396564,2.2239917588714686,1.9514624101212865,1.2492670314236651,0.0401925457658426,1.1828766720787407,2.427293260035602,5.356094027249647,0.8035047417803308,0.8968334295246673,2.522079735408212,1.077562713064113,1.500177530391353,1.042574691650245,2.037978041568033,1.3848472131010041,0.008402784432578534,0.,-0.07010761704409495,-0.019694666576836762,0.010213727639070644,0.,-0.021850276429705467
FRA,2001,14,0,0,7,3,3,2,1,0,1,4,5,0,1,2.5,1.5,1.67,1.2,1,1.23,0,0,-0.25,-0.0800000000000001,0,0,-0.0900000000000001,8.776960126630893,0.016053148765764726,0.13542174006640517,4.493771798050526,2.6219073747758284,1.7484818502927557,1.637962112496325,1.469710373037617,0.04470053914945159,1.6897644308452544,1.6593831365940912,5.646815410971085,1.160968556472464,0.8261943636186053,2.581637776777706,0.9972859281125787,1.4682572220107177,0.9561826242769776,2.366239300375267,1.4400997203536456,0.006181656990540898,0.,0.,0.0020766166599460855,0.007599301313572544,0.,0.002482964128197442
GBR,2001,14,0,0,10,4,3,2,1,0,2,5,7,1,1,2.5,0.5,1.33,1.2,1,0.9,0,0,0,0,0,0,0,9.66327094517693,0.01812779927284218,0.06299551391288384,3.9748182656898687,3.406172253327849,2.129917304546489,1.573659173387294,2.0610548661673915,0.06148153571576241,2.493202018588474,1.3218429294789982,6.506648947522131,1.3532154830975833,0.7593759946324423,2.407136547764548,1.0876048256780348,1.4182623677370756,0.8864963184428224,2.28657182842921,1.4203330123138962,0.008410749672078431,0.,-0.03822150097787114,-0.009414720559438393,0.01022212114488916,0.,-0.01044262741858051
IDN,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,1,0.33,0,0,0,0,0,0,0,8.764270047264269,0.011747577935725761,0.04025078960770861,3.9558681109999743,2.7220476989012465,1.7452000747959937,1.7958798672983072,1.7392892764983505,0.07641419138390947,1.826543354817916,0.9914322880706508,5.969199131006542,1.3280938610848003,0.8710274643110915,2.744025465996041,1.2645664334618236,1.6268946592695692,0.9923234330001283,2.6991233338342395,1.6526428782967182,0.013312067849485982,0.,-0.002020031455115264,0.003479919922048966,0.016490182373032097,0.,0.005040568112291913
IND,2001,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5,2,0.25,0.92,0.6,1,0.62,0,0,0,0,0,0,0,9.223025072867635,0.020276320157456725,0.02210031681754422,3.7826094946468682,3.632822037786139,2.1824437665365175,1.4246118908276488,2.0724019229060695,0.10450293146953388,2.8284678886168635,1.2220798660197272,6.697265680786796,1.4340682161539982,0.679013448313482,2.081289753830453,0.8630599746636858,1.206587699219473,0.7910539239876537,1.8690459026596493,1.1753027928799438,0.01958094829937415,0.,-0.011353818527272163,0.0029913453294976543,0.023756984618445016,0.,0.0035422488430242845
ITA,2001,9,0,0,5,1,2,3,1,0,0,1,4,1,1.33,2.5,1.5,1.78,1.4,1,1.3,0,0,0,0,0,0,0,9.39510314124543,0.030312298732966862,0.09249311819531839,4.596297666966972,2.816270408120194,1.9412861548718516,1.5397902737478608,1.4311689764940687,0.06415996704019838,1.6887571989299537,2.0292906848364827,5.6068643452699956,0.9309743271906357,0.762213481953094,2.489510839722243,0.9804648860968452,1.4110890607613196,0.9084011306803956,2.3478517652535555,1.4116948267988347,0.01064231424085495,0.,-0.04866349687148112,-0.012040763581944492,0.013068573633680233,0.,-0.01320927011045456
JPN,2001,5,0,0,3,1,1,1,0,0,0,0,4,0,0.83,4.25,3,2.69,1,4,2.67,0,0,0,0,0,0,0,9.55843175406445,0.016949541048533384,0.009733012040973408,3.115991108518472,4.404982159045854,2.4641614194654533,1.1291983925744575,2.812804044018681,0.19164739130783054,3.919705008214255,0.8488028377620439,7.668085625835481,1.9112110252029213,0.5506537382373863,1.7333501343087028,0.6134893365324809,0.9640296665393029,0.6172803925231244,1.7392740956203343,0.9915872033209061,0.013367325357473727,0.,-0.006639176761475067,0.0024348496142410263,0.015950334461749503,0.,0.002620710865005634
KOR,2001,3,0,0,1,0,1,0,1,0,0,1,1,1,0.17,2.5,0,0.89,0.2,1,0.4,0,0,0,0,0,0,0,8.288720051311923,0.019715823586799838,0.010443162831772069,3.065964390778436,3.5088965533789738,2.107202773748591,1.1541630711658637,1.9963004762557706,0.18613670735937757,2.8856492832056775,0.6341373059991419,6.699878321751434,1.3339586620006054,0.6239999057590611,2.168708881412795,1.1641318613954705,1.3167867364810029,0.7089724739746279,2.2645486729907995,1.3812887253228647,0.013721249365662564,0.,-0.005410307020487222,0.0029285025975895216,0.016458008003088442,0.,0.003267293430332237
MEX,2001,4,1,0,1,0,2,2,0,0,0,1,4,0,0.67,2.25,0,0.97,0.8,3,1.27,0.17,0,0,0.0499999999999999,0.2,0,0.0700000000000001,14.090989442418653,0.000376619208696633,0.01152800124745414,3.26492099577682,7.97808364625737,3.054641163282591,1.153743767848994,5.350983128145451,0.012270313194026355,7.84614242174016,0.19016945782809033,12.681214814010868,3.5616637469262726,0.6558850861900891,2.0361014558193293,1.011690927001669,1.2316231418589343,0.7798356510095998,1.9825369672591557,1.2608730103748218,0.0020120045706379553,0.,-0.0015719014100028707,0.00023615554022178462,0.0024899396754330567,0.,0.00018891530623609652
RUS,2001,2,0,0,0,0,0,1,0,1,0,0,2,0,0.33,1.5,0,0.61,0.4,4,1.47,0.16,0,0,0.0499999999999999,0.2,0,0.0700000000000001,8.573211310980655,0.05106763547549318,0.035310269679994295,4.221952487487349,2.4288800420624472,2.0065950866455387,1.557329590251883,1.4114654055209335,0.12419858915346577,1.5000814848944155,1.5965393726767712,5.303946755558112,1.0076117783336298,0.7610850072011042,2.332964790959534,0.9322691835592599,1.3423331889420353,0.8642102638702882,2.183034242810918,1.326681526475343,0.004187688416868733,0.,-0.019844441815197046,-0.004830147086351586,0.005167876536835168,0.,-0.005563347425881319
SAU,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50725517664366,0.02342255331574248,0.024876934150807373,3.378929907071515,3.2556974414154003,1.9639860023227855,1.2139500448391605,1.9048078531577506,0.05425872441717603,2.5460402745882877,0.9531096967427011,6.260617103467163,1.3168775985268042,0.6956452686978979,2.4942762489877905,1.1723967885791549,1.4527089172970455,0.8134495134711296,2.0363332767832727,1.342117474765769,0.008325062820427286,0.,-0.012277157284474408,-0.001032760595945665,0.009906995315488047,0.,-0.001371509168204108
TUR,2001,6,1,0,2,0,3,2,1,0,0,1,3,0,0.83,1,0.5,0.78,1,0,0.5,0,0,0,0,0,0,0,8.997682662773867,0.0023692184787968296,0.04682191703327565,4.3312715828192765,2.751827519604114,1.7896400109438875,1.6598217946008669,1.5443682469725315,0.10370482868864943,1.7234750642279062,1.6059571142430444,5.645418151576091,1.1315900545303406,0.7957570857863008,2.4492366361623734,0.9530258760332404,1.3998215281618636,0.9215743083380027,2.405232832539315,1.4265708475565044,0.015105126803609042,0.,-0.023383808036823793,-0.002656138460830775,0.018767970454595672,0.,-0.001984068731452018
USA,2001,15,0,0,3,9,3,1,6,0,9,0,14,4,0.67,2,1,1.22,0.8,2,1.27,0,0,0,0,0,0,0,10.319322859302918,0.18624994897758534,0.009053937871195992,5.255144268975128,2.6815803289038924,4.535066493886314,2.45434296755286,2.185991877201063,0.0804646167612785,1.8576930717219928,1.2417632168005217,6.360274822756539,1.3145583923001842,0.5384021501328322,2.053152660951017,0.9047143703085649,1.1635347787871098,0.6247742969418634,1.803279972521322,1.1118280786869041,0.03809360326748882,0.,-0.00919223088828865,0.008730699089829106,0.04518411281264791,0.,0.012129051593723352
ZAF,2001,1,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.25,0,0.25,0.6,0,0.2,0,0,0,0,0,0,0,8.847055999309804,0.016305730567199677,0.02783560821711241,4.171984184620534,3.0976587227469876,1.979894437354534,1.5317089352974878,1.6208967879098166,0.0474282715459412,2.104220140516007,1.4887417777493521,5.991494526009811,1.1748135117830139,0.7385101097134256,2.349209359540283,0.9781866852307469,1.3547391005757707,0.8634198039243002,2.0531611349991614,1.2987516206716256,0.010510870615516584,0.,-0.011146347038873981,0.00014873580831109838,0.012659524386585153,0.,-0.0001325371627943151
ARG,2002,1,0,0,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.725332751431072,0.,0.11489395390418393,3.886834458061687,2.7069882717779654,2.5011979625960414,1.9029467286943902,1.7730736708141657,0.6629547616785847,1.4896294677705564,2.353421755303157,6.997033382711854,1.4287503262393642,0.8294417617788693,1.7661686451741623,0.9917680881106639,1.1940917869803642,0.9474879135126293,1.3739287072252742,1.105034471919839,0.25366022481225786,0.1262670783348491,0.37352821804454567,0.24935014674223405,0.2794050031678447,0.01334609703595805,0.22259994756978704
AUS,2002,4,0,0,1,1,1,1,1,0,1,0,4,1,1.17,1.75,0.5,1.14,1.4,2,1.3,0,0.75,0,0.25,0,2,0.67,9.176271972159473,0.,0.3936117229570424,3.583778768055822,2.78046524206229,3.044847833137069,1.609400743156468,2.162700208540048,0.29678419717648447,1.3930445529633733,2.1668465910287145,7.005663403321566,1.759710590296939,0.7484630739372571,2.5762807615091114,1.2790726873030347,1.5334956301467546,0.7516726341146222,2.240834596455766,1.4263829239266634,0.11919738154593047,0.1304687722503471,0.09871948670339009,0.11682024049285042,0.03038651874686612,0.,0.04374097164803324
BRA,2002,5,0,0,4,0,1,2,0,1,1,3,4,0,1,0.5,1,0.83,1.2,0,0.73,0.67,0,1,0.55,0.8,0,0.6,11.217971353939705,0.,0.1525284099235393,3.946993797428094,4.602507462038821,3.41240609366612,2.0895548798525563,2.971042137231991,0.4647684025194171,1.9659633478776894,2.122026915812708,9.1406762843954,2.39862564172916,0.6909209361554358,2.2332284805150575,0.9594579609191833,1.2934045648002666,0.7704989988539677,1.99794486248015,1.2448802759987234,0.058141106638815936,0.1902762295225068,0.08693514444005329,0.11194651425545207,0.03331219544775276,0.014195354735824369,0.04564653681728676
CAN,2002,5,0,1,3,0,1,2,0,1,0,1,3,0,0.17,1,1,0.72,0.2,0,0.4,0,0,0,0,0,0,0,19.25163900778984,0.,0.05100901410854275,5.51950853002006,9.269627887007427,6.0909306201803215,3.5008336230581794,5.969437338270392,0.8493952981010056,4.223325666303319,2.839833653127264,17.20891420119455,5.0841130094089655,0.6919465360824977,2.114675674838549,1.017603518152842,1.2718800178756593,0.8078848242175077,2.06676200003115,1.3005383337011565,0.017709577501790794,0.04158303727658682,0.021622788707229557,0.027082570385206995,0.00910625716982031,0.009134076614560295,0.013467219881105847
