ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,EPS,EPS_MKT,EPS_NMKT,TECHSUP,EPS_CC,EPS_MKT_CC,EPS_NMKT_CC,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,SpatialLag.EPS_CC,SpatialLag.EPS_MKT_CC,SpatialLag.EPS_NMKT_CC
CHE,2003,5,7,-999,0,0,7339001,2.012480974,1.753735542,62430.2995,0.421384041,0.127445255,3.55123E+14,0,0,0,0,2.25,1,3.5,2.25,2.816666667,1,5,1.779069302,0.473422331,0.487991034,0.817655936,1.892853381,0.933588713,3.255727363,1.489244102,1.798978868,0.933588713,2.835974351
CHE,2004,1,7,-999,0,0,7389625,1.985262632,2.158515692,62920.7393,0.421897006,0.125504985,3.61203E+14,1,1,0,0,2.25,1,3.5,2.25,2.816666667,1,5,2.94511646,1.561817563,0.365893492,1.017405405,2.077574901,0.927532719,3.65614001,1.649052076,2.050455089,0.927532719,3.481571627
CHE,2005,2,7,-999,0,0,7437115,2.010125875,1.846282601,64003.8025,0.431123243,0.123724186,3.70685E+14,0,0,0,0,2.2777777,0.83333331,3.5,2.5,2.833333333,0.83333331,5,5.25650908,1.719483092,0.892876533,2.644149456,2.136270703,1.027503425,3.654866057,1.726442609,2.128926135,1.027503425,3.515583311
CHE,2006,3,7,-999,0,0,7483934,2.083408356,2.075267076,66961.9197,0.442756194,0.117635075,3.91243E+14,0,0,0,0,2.2777777,0.83333331,3.5,2.5,2.833333333,0.83333331,5,4.943052991,0.618573733,1.14384764,3.180631619,2.368638905,1.205127522,4.068071777,1.832717522,2.447868127,1.205127522,4.151501644
CHE,2007,4,7,-999,0,0,7551117,2.140349388,2.035807133,68787.0462,0.429144952,0.109192878,4.06608E+14,1,0,0,1,2.5277777,0.83333331,4.75,2,2.666666667,0.83333331,5,4.969930849,0.176791593,1.527676215,3.265463041,2.303086029,0.89001287,4.116979903,1.902265332,2.35472262,0.89001287,4.178220749
CHE,2008,1,7,-999,0,0,7647675,2.108572006,2.02759099,70982.2799,0.413812353,0.109339709,4.26229E+14,7,4,1,2,3.1666667,1,4.75,3.75,3.316666667,1,5,7.209840272,0.641446679,2.489253736,4.079139857,2.476363476,1.224789073,4.138425478,2.065875984,2.538361391,1.224789073,4.161078794
CHE,2009,2,7,-999,0,0,7743831,2.060199976,1.945025682,68116.347,0.412415035,0.108133249,4.15405E+14,2,0,0,2,3.3611112,1.3333334,5,3.75,3.45,1.3333334,5,10.68730605,0.987211276,3.738459636,5.96163514,2.665405274,1.163701694,4.32236066,2.510153574,2.65607006,1.163701694,4.150199395
CHE,2010,3,7,-999,0,0,7824909,2.064142466,1.870959163,69372.8893,0.433740501,0.108191594,4.28929E+14,1,0,0,1,3.3333333,1.5,5,3.5,3.433333333,1.5,5,3.215141274,0.444683476,1.267718635,1.502739163,2.658194164,1.1389962,4.388401303,2.44718499,2.635735923,1.1389962,4.217055201
CHE,2011,4,7,-999,0,0,7912398,2.029069901,1.861643314,70146.0461,0.432878443,0.098604959,4.39694E+14,0,0,0,0,3.5555556,1.6666666,5,4,3.666666667,1.6666666,5,3.001077317,0.599751163,0.919826104,1.48150005,2.728743414,1.127674213,4.413645033,2.644911009,2.695598621,1.127674213,4.215209604
CHE,2012,1,7,-999,0,0,7996861,2.13839817,1.882824302,70217.5471,0.424220068,0.100043833,4.46061E+14,1,0,1,0,3.6388888,1.6666666,5,4.25,3.75,1.6666666,5,3.129807099,0.219816524,0.956103552,1.953887023,2.787685966,0.950688971,4.702203434,2.710165439,2.765540504,0.950688971,4.56993289
CHE,2013,2,7,-999,0,0,8089346,2.124894381,1.816378474,70518.8242,0.425597226,0.100602221,4.54119E+14,1,0,1,0,3.6388888,1.6666666,5,4.25,3.75,1.6666666,5,3.217401774,0.199388051,1.092840828,1.925172895,2.851021107,0.945152714,4.857090644,2.750819904,2.791938617,0.945152714,4.615552713
CHE,2014,3,7,-999,0,0,8188649,2.147577286,2.104318619,71519.7022,0.423499296,0.091685633,4.66943E+14,1,0,1,0,4.0555553,2.6666667,5,4.5,4.233333333,2.6666667,5,3.458185076,0.500466557,0.879405335,2.078313184,2.986565008,1.269570114,4.964235013,2.725889788,2.931565128,1.269570114,4.726273438
CHE,2015,4,7,-999,0,0,8282396,2.094741821,1.967453361,71784.2014,0.422102334,0.089040709,4.74622E+14,0,0,0,0,4.0277777,2.3333333,5,4.75,4.183333333,2.3333333,5,3.000272978,0.415443664,1.477163909,1.107665404,2.965030467,1.395335766,4.945177279,2.554578545,2.920253073,1.395335766,4.718898307
CHE,2016,1,7,-999,0,0,8373338,1.942986488,1.971780896,72422.5745,0.422872566,0.088116889,4.84441E+14,1,0,1,0,4.1388888,2.1666667,5,5.25,4.283333333,2.1666667,5,5.67917308,0.031424273,1.057830238,4.589918568,3.049468671,1.481615679,5.294392041,2.37239844,3.047106628,1.481615679,5.162204384
CHE,2017,2,7,-999,0,0,8451840,1.945187926,2.017803192,72689.3338,0.419507779,0.085391392,4.91042E+14,1,0,1,0,4.1388888,2.1666667,5,5.25,4.283333333,2.1666667,5,3.608038363,0.299964125,1.08717264,2.220901597,3.059278326,1.410232807,5.286672605,2.480929809,3.04453276,1.410232807,5.173199376
CHE,2018,3,7,-999,0,0,8514329,1.96969378,1.997076869,74178.6655,0.411120987,0.080813827,5.05089E+14,2,0,0,2,4.4166665,2,5.75,5.5,4.633333333,2,6,3.165821822,0.181070414,1.260207815,1.724543593,3.132529475,1.55717002,5.295049517,2.545368967,3.113369423,1.55717002,5.144333965
CHE,2019,4,7,-999,0,0,8575280,1.94492662,1.916227698,74448.5752,0.418008068,0.07962279,5.10857E+14,0,0,0,0,4.2222223,2.1666667,5.75,4.75,4.45,2.1666667,6,4.657759916,1.554557807,1.153346804,1.949855305,3.175322327,1.676473243,5.310944369,2.538549332,3.153123244,1.676473243,5.132259258
CHE,2020,1,7,-999,0,0,8638167,2.045429468,1.97202301,72279.2299,0.417407694,0.077212487,4.99916E+14,0,0,0,0,4.5,2.5,5.75,5.25,4.75,2.5,6,4.376713139,0.521116571,1.604800952,2.250795615,3.24966946,1.621113467,5.320565728,2.807329172,3.235157534,1.621113467,5.158986975
CHL,1996,3,7,Left,1,0,14734046,1.454118729,1.337976933,18697.9731,0.724467004,0.398869501,1.71908E+14,0,0,0,0,0,0,0,0,0,0,0,1.638242759,0.054918897,0.139722694,1.443601168,1.063634894,0.557414334,1.531294756,1.102195556,1.093775966,0.557414334,1.518025897
CHL,1997,4,7,Left,1,0,14932434,1.375813007,1.217706084,19689.9533,0.724467004,0.402890216,1.84615E+14,0,0,0,0,0,0,0,0,0,0,0,0.926051832,0,0.398532995,0.527518837,1.062608517,0.567294778,1.577832251,1.042698476,1.110850134,0.567294778,1.617783548
CHL,1998,5,7,Left,1,0,15127799,1.297507286,1.097435236,20119.103,0.724467004,0.389238745,1.92333E+14,0,0,0,0,0,0,0,0,0,0,0,0.699947863,0,0.262099422,0.437848441,1.156041622,0.738247399,1.664619829,1.065257603,1.164366999,0.738247399,1.564301822
CHL,1999,6,7,Left,1,0,15319313,1.4188627,1.051497459,19686.7699,0.724467004,0.406353344,1.91807E+14,0,0,0,0,0,0,0,0,0,0,0,2.710652984,0.429267153,0.851480547,1.429905284,1.219741265,0.685330101,1.8994259,1.074467847,1.19950998,0.685330101,1.722950048
CHL,2000,1,7,Left,1,0,15503635,1.540218115,1.005559683,20279.5911,0.724467004,0.372662052,2.01E+11,0,0,0,0,0.11111111,0.33333334,0,0,0.133333333,0.33333334,0,2.859447426,0.146367854,1.211138962,1.50194061,1.26509907,0.621671498,2.171399947,1.002225789,1.217642402,0.621671498,1.929576627
CHL,2001,2,7,Left,1,0,15683849,1.509691715,1.042023301,20532.5363,0.717642409,0.354841598,2.08E+11,0,0,0,0,0.11111111,0.33333334,0,0,0.133333333,0.33333334,0,2.429268759,0.233895621,0.644745405,1.550627733,1.243317417,0.647745458,2.125961631,0.956245198,1.20088946,0.647745458,1.895382603
CHL,2002,3,7,Left,1,0,15857925,1.479165316,1.078486919,20803.5978,0.710819821,0.345568622,2.14E+11,0,0,0,0,0.16666667,0.5,0,0,0.2,0.5,0,4.371126407,0.885957908,1.078600531,2.406567968,1.347053218,0.756572012,2.182849711,1.101737988,1.271962744,0.756572012,1.895611886
CHL,2003,4,7,Left,1,0,16024752,1.167100906,1.100245118,21392.3241,0.703999507,0.33795853,2.24469E+14,0,0,0,0,0.19444445,0.33333334,0.25,0,0.133333333,0.33333334,0,1.871644893,0.307020203,0.533483507,1.031141183,1.423164988,0.727150375,2.322755049,1.219589578,1.392202032,0.727150375,2.189476763
CHL,2004,5,7,Left,1,0,16187322,1.305859327,1.117753029,22410.0783,0.714940509,0.336810229,2.39451E+14,1,0,0,1,0.19444445,0.33333334,0.25,0,0.133333333,0.33333334,0,2.53384336,0.573654462,0.923850675,1.036338223,1.559010675,0.761615267,2.630337181,1.285079636,1.481069933,0.761615267,2.495593979
CHL,2005,6,7,Left,1,0,16348778,1.41652751,1.155609965,23289.4415,0.725883887,0.320758332,2.53428E+14,1,0,1,0,0.44444445,0.33333334,1,0,0.133333333,0.33333334,0,3.751705685,0.785651547,1.183162695,1.782891443,1.623055081,0.77647239,2.730166658,1.362526231,1.564552144,0.77647239,2.66032503
CHL,2006,1,7,Left,1,0,16509195,1.412561893,0.93773818,24248.7071,0.736839023,0.306714577,2.6876E+14,0,0,0,0,0.52777779,0.33333334,1.25,0,0.133333333,0.33333334,0,6.675405869,0.199128918,2.386464052,4.0898129,1.83031209,0.799723154,3.125819877,1.565393262,1.804744604,0.799723154,3.144734249
CHL,2007,2,7,Left,1,0,16671581,1.345149994,1.186738372,25040.1863,0.737098376,0.316793755,2.8265E+14,0,0,0,0,0.52777779,0.33333334,1.25,0,0.133333333,0.33333334,0,5.015071615,0.364168096,2.762896984,1.888006535,1.782171251,0.703468192,3.173587799,1.469457752,1.722801733,0.703468192,3.130545865
CHL,2008,3,7,Left,1,0,16838988,1.317986846,1.062142253,25517.875,0.737370202,0.319955303,2.93E+11,2,0,1,1,0.52777779,0.33333334,1.25,0,0.133333333,0.33333334,0,7.783682931,0.428388091,2.555772282,4.799522559,1.841123762,0.839776411,3.131247795,1.552347155,1.797408916,0.839776411,3.085379465
CHL,2009,4,7,Left,1,0,17009731,1.321234822,1.137571573,24769.9145,0.737711434,0.310611774,2.90081E+14,0,0,0,0,0.52777779,0.33333334,1.25,0,0.133333333,0.33333334,0,7.897080034,0.204954131,2.37096496,5.321160943,1.987013491,0.918040624,3.176582887,1.866416978,1.942300822,0.918040624,3.117598254
CHL,2010,1,7,Left,1,0,17181464,1.441626906,1.157241821,25745.9962,0.7426794,0.29770023,3.07056E+14,2,0,1,1,0.58333331,0.5,1.25,0,0.2,0.5,0,4.607334094,0.396773701,1.950735129,2.259825264,2.018359241,0.889334736,3.380228033,1.785514993,1.864249287,0.889334736,3.039245294
CHL,2011,2,7,Center,0,0,17351816,1.47659266,1.152272344,26861.3465,0.747719194,0.30737062,3.26167E+14,1,0,0,1,0.58333331,0.5,1.25,0,0.2,0.5,0,2.372486762,0.19373387,0.860635601,1.318117292,2.101421118,0.864479064,3.361271261,2.078513072,1.958055367,0.864479064,3.021739591
CHL,2012,3,7,Center,0,0,17519119,1.543591261,1.178443551,28021.0561,0.739118174,0.298964307,3.46243E+14,2,0,0,2,1.9166666,0.5,5.25,0,1.866666667,0.5,5,5.983392901,0.788151364,1.496488345,3.698753192,2.47849424,0.839927447,4.396752529,2.198802675,2.459475021,0.839927447,4.419251962
CHL,2013,4,7,Center,0,0,17687006,1.498928189,1.158031583,28464.1023,0.730521882,0.2935791,3.58E+11,1,0,0,1,1.9166666,0.5,5.25,0,1.866666667,0.5,5,4.814520525,0.118889749,1.95026607,2.745364706,2.509521223,0.860221904,4.445472912,2.222868938,2.485120331,0.860221904,4.436743366
CHL,2014,1,7,,0,0,17864195,1.440734148,1.035074949,28488.1443,0.729071072,0.270825929,3.64111E+14,3,3,0,0,1.9166666,0.5,5.25,0,1.866666667,0.5,5,4.150957345,0.171986522,1.523842123,2.4551287,2.563938328,1.14502167,4.438980214,2.107813097,2.521138867,1.14502167,4.452605491
CHL,2015,2,7,,0,0,18047625,1.182457328,0.91883558,28617.9075,0.727623486,0.277052253,3.71946E+14,0,0,0,0,1.9722222,0.66666669,5.25,0,1.933333333,0.66666669,5,3.295526181,0.398831843,1.183890503,1.712803834,2.610837899,1.307173773,4.498738133,2.026601989,2.587632372,1.307173773,4.541718231
CHL,2016,3,7,,0,0,18267221,1.022761106,0.833843768,28594.6644,0.719597893,0.284158758,3.78467E+14,0,0,0,0,1.9722222,0.66666669,5.25,0,1.933333333,0.66666669,5,3.588174098,0.055792996,1.877410595,1.654970508,2.725410703,1.24455392,4.937897372,1.993781017,2.743971283,1.24455392,5.066063345
CHL,2017,4,7,,0,0,18558868,1.001655817,0.809455633,28350.6417,0.711574899,0.284874987,3.83605E+14,5,0,4,1,2.0277777,0.83333331,5.25,0,2,0.83333331,5,3.211510127,0.68621675,1.647876649,0.877416727,2.730810229,1.263476021,4.92096539,2.007989436,2.732918207,1.263476021,5.053471552
CHL,2018,4,7,,0,0,18893191,0.958202481,0.907178462,28775.2353,0.71318581,0.278245089,3.98911E+14,1,0,1,0,2.0277777,0.83333331,5.25,0,2,0.83333331,5,3.393833399,0.175304791,2.296366857,0.92216175,2.746296331,1.255646799,5.01587928,1.96736283,2.743899745,1.255646799,5.079983057
CHL,2019,3,7,,0,0,19197744,0.978930891,0.863498628,28309.4859,0.714797325,0.28903458,4.01875E+14,0,0,0,0,2.0277777,0.83333331,5.25,0,2,0.83333331,5,3.657126764,0.996657379,2.068085853,0.592383532,2.815401771,1.308628329,5.080629644,2.056947397,2.804825243,1.308628329,5.11365695
CHL,2020,2,7,,0,0,19370624,1.106137156,0.705044687,26081.2437,0.716408829,0.290893944,3.77179E+14,0,0,0,0,2.0277777,0.83333331,5.25,0,2,0.83333331,5,4.130894266,0.495885618,2.108872658,1.52613599,2.969801214,1.529866982,5.142499977,2.237036828,2.960659598,1.529866982,5.229892381
CHN,1996,7,3,Left,1,0,1217550000,-0.271189511,-0.348653883,4421.3302,0.471341095,1.61975385,3.62E+12,0,0,0,0,0.055555556,0.16666667,0,0,0,0,0,1.658884955,0.041904659,0.187272931,1.429707365,1.242169327,0.584019561,1.675849114,1.466639297,1.317742815,0.700823486,1.785765662
CHN,1997,8,3,Left,1,0,1230075000,-0.312572256,-0.273718588,4650.2557,0.470976048,1.493819657,3.89E+12,2,0,2,0,0.22222222,0.16666667,0.5,0,0.666666667,0,2,1.045418188,0,0.363456745,0.681961444,1.229313702,0.57926164,1.749671809,1.35900763,1.3000445,0.695113981,1.846011889
CHN,1998,9,3,Left,1,0,1241935000,-0.353955001,-0.198783293,4593.2314,0.472029234,1.407607578,3.91E+12,0,0,0,0,0.22222222,0.16666667,0.5,0,0.666666667,0,2,0.639017641,0,0.239380514,0.399637127,1.331828076,0.728067186,1.893778364,1.373638617,1.354532912,0.867623929,1.82233619
CHN,1999,10,3,Left,1,0,1252735000,-0.281251855,-0.178813085,4795.494,0.481300457,1.294389334,4.15E+12,0,0,0,0,0.22222222,0.16666667,0.5,0,0.666666667,0,2,2.858010042,0.362965554,0.87884276,1.616201728,1.448585133,0.672924081,2.300968592,1.371862759,1.412000116,0.801799358,2.062338231
CHN,2000,11,3,Left,1,0,1262645000,-0.20854871,-0.158842877,5068.8761,0.497964474,1.244897565,4.42E+12,1,0,1,0,0.22222222,0.16666667,0.5,0,0.666666667,0,2,2.859781912,0.109192736,0.904552192,1.846036984,1.535966865,0.66819433,2.621967991,1.317738312,1.48087323,0.796533244,2.328348135
CHN,2001,12,3,Left,1,0,1271850000,-0.383223139,-0.14097004,5300.6353,0.507249429,1.191267124,4.73E+12,1,0,0,1,0.22222222,0.16666667,0.5,0,0.666666667,0,2,2.1419496,0.24152812,0.43858677,1.46183471,1.529809642,0.678881083,2.612190862,1.298357022,1.482130521,0.809144115,2.338890425
CHN,2002,13,3,Left,1,0,1280400000,-0.557897568,-0.123097204,5775.084,0.534569166,1.156564001,5.24E+12,1,0,0,1,0.30555555,0.16666667,0.75,0,0.666666667,0,2,4.294520739,0.905745006,1.11444853,2.274327202,1.640795674,0.805094997,2.744799634,1.372492463,1.531517439,0.839138617,2.382921238
CHN,2003,14,3,Left,1,0,1288400000,-0.39526549,-0.147587299,6187.2457,0.542811415,1.177758496,5.71E+12,2,0,0,2,0.3611111,0.33333334,0.75,0,0.733333333,0.2,2,1.895191825,0.38780235,0.653996614,0.853392862,1.784926806,0.853164213,2.93802147,1.56359476,1.715507251,0.885168721,2.697758273
CHN,2004,1,3,Left,1,0,1296075000,-0.565061569,-0.109930389,6774.271,0.546003508,1.210235619,6.34E+12,3,0,3,0,0.69444442,0.33333334,1.75,0,0.733333333,0.2,2,2.832975972,0.762930304,0.709562825,1.360482843,1.931977852,1.011834532,3.060165994,1.723933113,1.802620179,0.806645067,2.877282356
CHN,2005,2,3,Left,1,0,1303720000,-0.617887735,-0.140640497,7330.0884,0.557739506,1.212371422,6.90E+12,2,0,2,0,0.69444442,0.33333334,1.75,0,0.733333333,0.2,2,4.191298786,1.08023622,0.937364394,2.173698172,2.033683407,1.023045436,3.345644812,1.732360049,1.950066066,0.84378794,3.274050209
CHN,2006,3,3,Left,1,0,1311020000,-0.518887699,0.035788015,8066.8051,0.558960363,1.177644443,7.71E+12,10,0,6,4,0.69444442,0.33333334,1.75,0,0.733333333,0.2,2,6.93524643,0.274413205,2.1419669,4.518866325,2.210945255,0.991264746,3.714325145,1.927245856,2.174657383,0.827431221,3.769295071
CHN,2007,4,3,Left,1,0,1317885000,-0.599234641,0.165997371,8898.0287,0.561986107,1.099382738,8.68E+12,6,0,5,1,0.69444442,0.33333334,1.75,0,0.733333333,0.2,2,4.679318005,0.39274298,2.253053793,2.033521232,2.185867101,0.880881449,3.778942999,1.897776831,2.125430037,0.713133854,3.765379427
CHN,2008,5,3,Left,1,0,1324655000,-0.526307642,0.165779024,9151.8506,0.562217616,1.025494749,9.09E+12,3,0,1,2,0.80555558,0.66666669,1.75,0,0.866666667,0.6,2,8.586376384,0.453924635,2.898322154,5.234129595,2.275530797,1.007845082,3.792654611,2.026092795,2.224432495,0.858668387,3.788536302
CHN,2009,6,3,Left,1,0,1331260000,-0.519456625,0.093242049,9726.8602,0.562670193,0.995726161,9.86E+12,5,0,0,5,0.97222221,0.66666669,1.75,0.5,1.033333333,0.6,2,9.74151739,0.42751071,3.299240809,6.014765871,2.483918767,1.116587924,3.891681201,2.443487175,2.406009018,1.001456678,3.7730832
CHN,2010,7,3,Left,1,0,1337705000,-0.570009887,0.091844857,10509.3398,0.566500727,0.973114851,1.07E+13,9,0,4,5,1.3055556,0.66666669,2.75,0.5,1.033333333,0.6,2,3.021177295,0.539128667,1.259071757,1.222976871,2.483904394,1.051650015,3.913364613,2.486698659,2.405681941,0.918349148,3.811998015
CHN,2011,8,3,Left,1,0,1345035000,-0.514727592,0.083608709,11142.8458,0.564565823,0.965659305,1.15E+13,1,0,0,1,1.4722222,0.66666669,2.75,1,1.2,0.6,2,3.002345897,0.330246247,1.198024231,1.474075419,2.537642418,1.026079852,3.88658586,2.700261545,2.46117409,0.893459413,3.789801312
CHN,2012,9,3,Left,1,0,1354190000,-0.438275933,0.015367764,11730.4232,0.553076706,0.920551776,1.22E+13,12,1,2,9,2.4722223,0.66666669,5.25,1.5,2.7,0.6,6,4.406053915,0.97657209,1.327639324,2.101842501,2.635483226,1.005195374,4.244004044,2.657250285,2.555885,0.88116721,4.129237504
CHN,2013,10,3,Left,1,0,1363240000,-0.355887651,-0.00512069,12814.6591,0.562073555,0.891010274,1.35E+13,8,0,2,6,2.5277777,0.83333331,5.25,1.5,2.766666667,0.8,6,3.02795786,0.137841386,1.673873006,1.216243468,2.660103098,0.990646399,4.318505497,2.671157435,2.559607048,0.879169687,4.128494022
CHN,2014,1,3,Left,1,0,1371860000,-0.337719589,0.354851633,13706.5321,0.554613281,0.839594872,1.46E+13,6,0,2,4,2.75,1.5,5.25,1.5,2.9,1.2,6,2.89585026,0.336561408,1.146111615,1.413177236,2.625054001,1.093109694,4.357592898,2.424459398,2.530599424,0.995648107,4.171690768
CHN,2015,2,3,Left,1,0,1379860000,-0.29992187,0.41742301,14515.2514,0.555457709,0.774572221,1.56E+13,3,0,1,2,2.8888888,1.6666666,5.25,1.75,3.05,1.4,6,3.169166322,0.534613896,1.334098994,1.300453431,2.612634487,1.226704775,4.365128073,2.246070794,2.524073615,1.166051895,4.160098157
CHN,2016,3,3,Left,1,0,1387790000,-0.268094301,0.356383771,15392.2933,0.553713558,0.723158721,1.66E+13,4,0,3,1,2.7777777,1.3333334,5.25,1.75,2.983333333,1.2,6,3.696260012,0.063400629,1.336522757,2.296336626,2.809799343,1.290545868,4.933788949,2.205063353,2.781371569,1.242076655,4.8969747
CHN,2017,4,3,Left,1,0,1396215000,-0.291626126,0.416875631,16351.8263,0.561371035,0.689400125,1.78E+13,3,2,1,0,2.8333333,1.5,5.25,1.75,2.983333333,1.2,6,3.250039487,0.078154273,1.929725436,1.242159778,2.798889073,1.263108389,4.906282585,2.227276422,2.771590632,1.20737543,4.880120044
CHN,2018,5,3,Left,1,0,1402760000,-0.286848217,0.496678442,17351.1053,0.559181679,0.673445342,1.90E+13,4,0,4,0,2.8611112,1.3333334,5.5,1.75,2.983333333,1.2,6,2.26025144,0.168394054,0.928449094,1.163408292,2.784633938,1.327934356,4.870500489,2.155466936,2.757679306,1.280932868,4.836638115
CHN,2019,6,3,Left,1,0,1407745000,-0.312614381,0.544862509,18281.9698,0.557921912,0.64936325,2.01162E+13,3,0,3,0,2.9444444,1.3333334,5.5,2,3.066666667,1.2,6,3.836411422,1.307390538,1.423811543,1.105209341,2.808185695,1.407205665,4.89286277,2.124488636,2.772540251,1.373531738,4.819600378
CHN,2020,7,3,Left,1,0,1411100000,-0.071028143,0.643971682,18586.9278,0.564136042,0.64704977,2.05665E+13,6,1,3,2,3.1388888,1.6666666,5.5,2.25,3.216666667,1.4,6,2.675978747,0.225544077,1.292233441,1.158201229,2.882870086,1.472419723,4.91249737,2.263693243,2.854510996,1.465353093,4.834486652
DEU,1996,14,7,Right,0,1,81914831,1.905216813,1.724676728,42257.1967,0.438756936,0.351067241,2.72E+12,1,0,1,0,1.6944444,0.83333331,2.5,1.75,2.583333333,1,5,1.0722921,0.205573079,0.026647233,0.840071788,1.109380717,0.759521128,1.348289472,1.220331556,1.10586286,0.906271458,1.190985567
DEU,1997,15,7,Right,0,1,82034771,1.951581836,1.768589199,42924.049,0.45098024,0.333106892,2.77E+12,1,0,1,0,1.4444444,0.83333331,2.5,1,2.333333333,1,5,0.386577937,0,0.141547457,0.24503048,1.101629423,0.753045053,1.400424779,1.15141839,1.125812197,0.898321576,1.327696625
DEU,1998,16,7,Right,0,1,82047195,1.997946858,1.812501669,43701.6981,0.461557959,0.320582065,2.82E+12,2,0,2,0,1.5833334,1,2.5,1.25,2.483333333,1.2,5,0.548395718,0,0.155743206,0.392652512,1.171724523,0.875523141,1.479127745,1.16052264,1.167417618,1.019779075,1.32195114
DEU,1999,1,7,Left,1,0,82100243,1.89974612,1.808516681,44379.8466,0.465504906,0.302917955,2.87E+12,7,2,0,5,1.5,1,2.5,1,2.4,1.2,5,3.516002695,0.704447037,1.215068793,1.596486865,1.220376729,0.854135228,1.56945216,1.237542857,1.203249585,0.993777779,1.378428118
DEU,2000,2,7,Left,1,0,82211508,1.801545382,1.804531693,45443.1013,0.467637821,0.292498501,2.95E+12,5,1,0,4,1.7777778,0.83333331,3.5,1,2.333333333,1,5,2.808213158,0.036017146,1.22213714,1.550058873,1.330545602,0.773374889,2.099768928,1.118492992,1.171905549,0.897552626,1.499671029
DEU,2001,3,7,Left,1,0,82349925,1.84514451,1.73227489,45867.9325,0.470275212,0.290813502,2.99E+12,4,1,1,2,1.7777778,0.83333331,3.5,1,2.333333333,1,5,3.373599544,0.431997398,0.808451734,2.133150412,1.305074744,0.775610026,2.083731783,1.055882454,1.152706887,0.899594309,1.502643898
DEU,2002,4,7,Left,1,0,82488495,1.888743639,1.660018086,45719.8581,0.474775852,0.286259403,2.99E+12,3,0,1,2,2.4166667,1,5.25,1,2.4,1.2,5,4.280699996,0.650803068,0.824632109,2.805264819,1.409894844,0.822528571,2.142275136,1.264880852,1.261422634,0.937078964,1.582308087
DEU,2003,5,7,Left,1,0,82534176,1.87576139,1.357405186,45354.5203,0.468720204,0.28789035,2.98E+12,1,0,1,0,2.6666667,1,5.25,1.75,2.65,1.2,5,1.864479917,0.589742392,0.198713544,1.076023982,1.517668028,0.850179299,2.402286262,1.300538609,1.452325614,0.961892745,2.094545488
DEU,2004,6,7,Left,1,0,82516260,1.840065479,1.46714747,45769.279,0.515087679,0.279901672,3.01E+12,4,3,0,1,2.7777777,0.83333331,5.25,2.25,2.75,1,5,2.380840009,0.804367927,0.558253327,1.018218755,1.707927238,0.883956726,2.939480351,1.300344686,1.7402747,0.954073678,2.966405736
DEU,2005,7,7,Left,1,0,82469422,1.875442266,1.500524759,45933.9211,0.460468114,0.271406517,3.03E+12,7,3,1,3,2.8888888,1.1666666,5.25,2.25,2.883333333,1.4,5,3.890342896,1.003750705,0.787141243,2.099450948,1.770326482,0.89640476,2.972152668,1.44242193,1.811061598,0.969726535,3.021036329
DEU,2006,1,7,Right,0,1,82376451,1.793642521,1.645976067,47506.2578,0.464720921,0.263057339,3.14E+12,4,1,0,3,2.9444444,1.3333334,5.25,2.25,2.95,1.6,5,4.692931016,0.381570147,1.617387783,2.693973086,1.968201036,1.061690931,3.326407516,1.516504717,2.089967027,1.168622162,3.584774203
DEU,2007,2,7,Right,0,1,82266372,1.726519346,1.63131237,48921.5774,0.479971606,0.247350617,3.24E+12,4,0,0,4,2.7777777,0.83333331,5.25,2.25,2.75,1,5,4.649914496,0.226908688,1.991094718,2.43191109,2.020333652,0.86973618,3.535146408,1.656118332,2.065540747,0.939621204,3.600882706
DEU,2008,3,7,Right,0,1,82110097,1.745895863,1.514055371,49293.3165,0.477940003,0.245448067,3.28E+12,6,0,2,4,3.0277777,1.3333334,5.25,2.5,3.033333333,1.6,5,6.229213654,1.008418701,2.181825648,3.038969305,2.151273902,1.116604775,3.493228763,1.843988147,2.213684741,1.239236562,3.557829514
DEU,2009,4,7,Right,0,1,81902307,1.746210337,1.575109243,46438.3905,0.477600645,0.242940853,3.09E+12,16,2,6,8,3.1388888,1.1666666,5.5,2.75,3.05,1.4,5,6.989808158,0.573561129,2.034806163,4.381440865,2.365132852,1.118718847,3.667751878,2.308927859,2.367589147,1.241124408,3.552715174
DEU,2010,5,7,Right,0,1,81776930,1.766428828,1.515693784,47974.4853,0.482974706,0.244827877,3.20E+12,1,0,1,0,3.0833333,1,5.5,2.75,2.983333333,1.2,5,3.626037831,0.370666992,1.275972222,1.979398617,2.419507985,1.180378931,3.782150821,2.29599415,2.380688835,1.261365599,3.584706755
DEU,2011,6,7,Right,0,1,80274983,1.741949916,1.500138998,49097.6098,0.481232662,0.228571588,3.28E+12,1,0,0,1,3.1666667,1,5.5,3,3.066666667,1.2,5,3.209963176,0.559345761,1.077302392,1.573315023,2.51214147,1.19084184,3.838900643,2.506681982,2.45418297,1.275508814,3.580358113
