ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
ITA,2002,1,7,Right,0,1,57059007,0.523466825,0.753255427,45454.9826,0.481278763,0.219998408,2.09E+12,0,0,0,0,0,3,0,0,1.9166666,1.5,2.5,1.75,4.665451113,0.55062084,0.962905841,3.151924431,0,4.072757078,1.511296459,1.560337409,1.641933998,0.819869277,2.88328536,1.222647344,-5,0,-1,-4,0,-2,-3,-1,0.1388888,0.1666666,0,0.25,1.193628377,-0.022224764,0.061837795,1.154015346,-0.02684188,-0.056641291,0.140577574,0.298518067,0.235974283,0.067664286,0.445809652,0.19444888
JPN,2002,2,7,Right,0,1,127445000,0.936939836,1.016847968,33808.2222,0.359814967,0.302137224,3.45E+12,4,2,1,1,0,3,1,1,2.6944444,0.83333331,4.25,3,3.893816414,0.486652056,1.012261896,2.394902462,0,3.50927185,2.017314521,2.810900175,1.070342253,0.643019245,1.877807734,0.690199836,3,2,1,0,0,0,0,1,0,0,0,0,1.904873457,0.255381778,0.605765871,1.043725808,-0.015994547,0.553938722,0.947373743,0.158817612,0.109757343,0.102676613,0.154502461,0.072092987
KOR,2002,5,7,Center,0,0,47644736,0.489189267,0.796305239,28515.6976,0.407672671,0.457568879,9.84395E+14,1,0,0,1,0,2,0,1,1.3888888,1.1666666,2.5,0.5,3.880055223,0.803808805,1.009379552,2.066866867,0,3.307051343,1.819009981,2.284991588,1.356682253,0.635482566,2.289670275,1.144893973,0,0,0,0,0,1,0,0,0.4999999,0.99999993,0,0.5,2.072103346,0.618689089,0.642943138,0.81047112,-0.019198507,0.314624238,0.690913422,0.345002927,0.035540962,0.011557867,0.109119461,-0.014054433
MEX,2002,2,7,Right,0,1,101548624,-0.250572264,0.218386546,25313.4997,0.697554858,0.367800182,1.49E+12,1,0,0,1,0,1,0,0,0.97222221,0.66666669,2.25,0,6.347623071,0.930202363,1.794791737,3.62262897,0,5.469047547,3.527262117,5.901928148,1.256063478,0.673312772,2.065114382,1.029763359,0,0,-1,1,-1,0,-2,0,0,0,0,0,4.916452833,0.878531959,1.652480756,2.385440118,-0.00037304,2.237401071,2.383869388,0.605027291,0.024356299,0.020236658,0.034118872,0.01871337
NOR,2002,1,7,Right,0,1,4538159,2.114974499,1.833722353,60024.6403,0.392490922,0.272201377,2.02E+11,2,0,0,2,0,2,0,0,2.3611112,1.3333334,4.75,1,4.728252302,0.697547339,1.064347748,2.966357215,0,4.21472377,1.60660539,1.671858951,1.500588482,0.801579659,2.658901047,1.041284714,-1,0,-1,0,0,0,-1,0,0.8333334,0,2,0.5,0.170731655,-0.161080577,0.020038145,0.311774087,-0.009566076,-1.063000769,-0.045258698,0.039206811,0.188371319,0.067171809,0.380198494,0.117743647
NZL,2002,3,7,Left,1,0,3948500,2.262573242,1.678446293,37674.9089,0.483672776,0.630259188,1.04672E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,4.579164948,0.639971761,1.027486988,2.9117062,0,4.179084526,1.587460674,1.584744148,1.749017054,0.914763226,3.176480058,1.155807855,0,0,0,0,0,0,0,0,0,0,0,0,0.363323771,-0.141465076,0.018736498,0.486052349,-0.011685047,-0.691351933,-0.061364558,0.257112493,0.241390939,0.073446756,0.51235697,0.138369084
RUS,2002,2,7,0,0,0,145306497,-0.95484823,-0.376179725,21257.8381,0.593058919,0.909602429,2.31E+12,0,0,0,0,0,0,0,0,0.6111111,0.33333334,1.5,0,3.225010333,0.443189865,0.721200551,2.060619917,0,3.135926035,1.272073018,1.235980811,1.474587707,0.812294707,2.543903505,1.067564922,-1,0,-1,0,0,0,-1,0,0,0,0,0,0.186048499,-0.035677828,0.019721687,0.202004639,-0.043224614,-0.505532012,-0.053380177,0.043934526,0.167663155,0.084233623,0.320718594,0.098037265
TUR,2002,3,7,Left,1,0,67048795,-0.570128739,0.052565046,18315.0724,0.639314114,0.314001411,7.24381E+14,0,0,0,0,0,0,0,0,0.83333331,1,1,0.5,3.86029632,0.481080455,0.880393009,2.498822856,0,3.729338654,1.44036307,1.530142072,1.646000589,0.88084531,2.915063118,1.142093344,-2,0,-1,-1,-1,-2,-2,-1,0.05555552,0.16666669,0,0,0.336341429,-0.056812062,0.027114378,0.366039114,-0.002213501,-0.364614217,-0.119698583,0.089446773,0.234721845,0.083057241,0.470575588,0.150532709
USA,2002,2,7,Right,0,1,287625193,1.873596668,1.620927811,56862.1687,0.540189431,0.477610406,1.17E+13,7,1,2,4,0,6,4,7,1.2222222,0.66666669,2,1,2.85264986,0.46057882,0.673940432,1.718130608,0,2.636754143,1.105394628,0.429902361,1.261029027,0.61297628,2.189869058,0.980241778,6,1,2,3,0,3,3,1,0,0,0,0,-1.340529657,0.184492789,-0.419279677,-1.105742769,-0.179656463,-2.445417617,-1.267481261,-1.673183214,0.08981937,0.068909677,0.136207425,0.064341023
ZAF,2002,3,7,Left,1,0,48019415,0.332901508,0.607831419,15559.8915,0.660389766,0.913537225,4.04606E+14,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,4.280103869,0.752087072,1.041500948,2.486515849,0,3.811268599,1.620737301,1.872194082,1.556549949,0.840367172,2.707345244,1.121937439,-1,0,0,-1,0,-1,0,0,0,0,0,0,0.88012668,0.105512115,0.244885333,0.529729233,-0.016000725,-0.28775023,0.115703071,0.293054825,0.153311093,0.080369738,0.295039569,0.08452399
AUS,2003,7,7,Right,0,1,19720737,1.895287037,1.773278832,49573.3743,0.470088953,0.68871938,7.13396E+14,3,0,0,3,0,3,2,1,1.1388888,1.1666666,1.75,0.5,1.888097489,0.416980605,0.519998322,0.951118561,0.00325353,1.841369637,1.178245795,1.169569617,1.647468614,0.791065809,2.778360059,1.372980002,1,0,-1,2,0,2,1,0,0,0,0,0,-2.00518208,-0.438649739,-0.438099348,-1.128432993,0.00325353,-1.618570633,-0.404786863,-0.867508721,0.14460681,0.06359615,0.245259909,0.124964347
BRA,2003,1,7,Left,1,0,180622688,0.090239018,0.081757367,16629.6855,0.686053496,0.470506602,1.88E+12,2,0,1,1,0,1,1,2,0.75,0.5,0.5,1.25,1.559445782,0.251110987,0.414771794,0.893563001,0.005072431,1.631668112,0.981704126,1.653103229,1.412276434,0.732230239,2.431230614,1.073368497,-4,-3,-1,0,0,-3,-1,2,-0.08333331,-0.5,0,0.25,-2.796294437,-0.3651297,-0.672615504,-1.758549233,0.005072431,-2.300010965,-1.022960061,-1.285242073,0.058394872,0.003484725,0.115822895,0.055877002
CAN,2003,1,7,Left,1,0,31642461,1.931292057,1.924679995,47666.6974,0.503020571,0.547738806,1.13E+12,10,1,6,3,0,14,8,3,1.8888888,0.16666667,4.5,1,1.163150434,0.085395918,0.083931793,0.993822723,0.001187683,1.145054425,0.988504673,3.321664236,1.30557254,0.703040282,2.1769666,1.036710818,7,1,5,1,0,11,6,3,1.16666659,0,3.5,0,-5.166093836,-0.862034515,-1.675759652,-2.628299668,0.001187683,-4.299514054,-2.459132609,-2.547399892,0.026408554,0.01113227,0.049132886,0.018960508
CHE,2003,5,7,-999,0,0,7339001,2.012480974,1.753735542,62430.2995,0.421384041,0.127445255,3.55123E+14,0,0,0,0,0,0,0,0,2.25,1,3.5,2.25,1.779069302,0.473422331,0.487991034,0.817655936,0.017989765,1.864867598,0.749964464,0.962575886,1.892853381,0.933588713,3.255727363,1.489244102,0,0,0,0,0,0,-1,0,0,0,0,0,-2.256381873,-0.003013572,-0.42827221,-1.825096091,0.017989765,-2.097680874,-0.757733833,-0.664560604,0.157038081,0.021048112,0.170628562,0.2794376
CHL,2003,4,7,Left,1,0,16024752,1.167100906,1.100245118,21392.3241,0.703999507,0.33795853,2.24469E+14,0,0,0,0,0,0,0,0,0.19444445,0.33333334,0.25,0,1.871644893,0.307020203,0.533483507,1.031141183,0.005080479,1.87033063,1.089231016,1.555820854,1.423164988,0.727150375,2.322755049,1.219589578,0,0,0,0,0,0,0,0,0.02777778,-0.16666666,0.25,0,-2.499481514,-0.578937705,-0.545117024,-1.375426785,0.005080479,-1.969469836,-0.704820264,-0.721222925,0.07611177,-0.029421637,0.139905337,0.11785159
CHN,2003,14,3,Left,1,0,1288400000,-0.39526549,-0.147587299,6187.2457,0.542811415,1.177758496,5.71E+12,2,0,0,2,0,2,0,0,0.3611111,0.33333334,0.75,0,1.895191825,0.38780235,0.653996614,0.853392862,0.005724334,1.865504543,1.442714947,1.66973852,1.784926806,0.853164213,2.93802147,1.56359476,1,0,0,1,0,1,-1,0,0.05555555,0.16666667,0,0,-2.399328913,-0.517942657,-0.460451916,-1.42093434,0.005724334,-1.910384489,-0.36618898,-0.965298426,0.144131131,0.048069216,0.193221836,0.191102297
DEU,2003,5,7,Left,1,0,82534176,1.87576139,1.357405186,45354.5203,0.468720204,0.28789035,2.98E+12,1,0,1,0,0,1,1,0,2.6666667,1,5.25,1.75,1.864479917,0.589742392,0.198713544,1.076023982,0.022421214,1.990440423,0.544426552,1.161511987,1.517668028,0.850179299,2.402286262,1.300538609,-2,0,0,-2,0,-2,-1,-1,0.25,0,0,0.75,-2.416220079,-0.061060677,-0.625918565,-1.729240837,0.022421214,-1.984119551,-0.678816931,-0.428882878,0.107773185,0.027650728,0.260011126,0.035657757
ESP,2003,7,7,Right,0,1,42187645,1.348911166,1.816807151,37586.8735,0.446931014,0.273982006,1.28E+12,0,0,0,0,0,0,0,1,1.4722222,0.66666669,2.5,1.25,2.346986746,0.793455826,0.332211168,1.221319753,0.015260609,2.585199337,0.573158818,1.052162782,1.890913628,0.973111553,3.093547358,1.606082037,-4,0,-1,-3,0,-3,-1,1,0,0,0,0,-2.537306322,0.171156519,-0.535715102,-2.172747739,0.015260609,-2.119206088,-0.66542792,-0.327273496,0.17361025,0.024798844,0.264946517,0.231085456
FRA,2003,1,6,Right,0,1,62249855,1.305756092,1.651094556,46661.6155,0.457110844,0.2165778,2.23E+12,5,2,0,3,0,6,0,3,2.0833333,1,2.5,2.75,1.218724026,0.298283498,0.394004895,0.526435632,0.013630925,1.2047959,0.683133043,0.559542041,1.804237255,0.914053095,3.252362692,1.24629603,-5,1,-1,-5,0,-3,-1,1,0.0833333,0,0,0.25,-2.218487131,-0.157047024,-0.513306097,-1.54813401,0.013630925,-2.10017977,-0.756750876,-0.728097535,0.173436949,0.028056095,0.309259832,0.182994969
GBR,2003,6,7,Left,1,0,59647577,1.982953906,1.746334672,41260.1851,0.495225918,0.284852743,1.85E+12,2,1,0,1,0,2,1,0,2.1388888,1.1666666,4.75,0.5,1.836135147,0.406562197,0.449282044,0.980290906,0.01517289,1.999193727,0.76564545,1.277213563,1.651829608,0.822204641,2.744682647,1.388601575,-7,-1,-2,-4,0,-5,-1,-2,0.8055554,0.1666666,2.25,0,-2.033710604,-0.02025149,-0.394486483,-1.618972631,0.01517289,-1.654454865,-0.70922617,-0.503546926,0.084422388,0.018468236,0.074003701,0.160795243
IDN,2003,2,6,0,0,0,225048008,-0.979823589,-0.596454501,6281.5979,0.515901052,0.492757353,8.52038E+14,0,0,0,0,0,0,1,0,0.25,0,0.75,0,1.950592775,0.406004429,0.556667486,0.98792086,0.006331249,1.820342471,1.289438806,1.151770661,1.744496174,0.847892268,2.824618453,1.560977817,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1.663781563,-0.45867117,-0.333546666,-0.871563726,0.006331249,-1.325503169,-0.121753822,-0.697634485,0.131140457,0.060083866,0.147427512,0.185909933
IND,2003,5,7,Right,0,1,1116803006,-0.456320524,-0.143909425,3779.3861,0.536750969,0.633678384,2.35E+12,1,0,0,1,0,1,0,0,1.3055556,0.66666669,2.75,0.5,1.733920974,0.294691496,0.431761337,1.00746814,0.010569622,1.775126946,1.069135064,1.366898968,1.470452152,0.794345743,2.528225893,1.088784876,0,0,0,0,0,0,0,0,0.25,0,0.75,0,-2.277468115,-0.374716079,-0.601886977,-1.300865059,0.010569622,-1.765921918,-0.682960992,-0.877786093,0.157370278,0.048261708,0.304433442,0.119415703
ITA,2003,2,7,Right,0,1,57313203,0.484606415,0.743869483,45082.3045,0.491641063,0.22715384,2.09E+12,2,1,0,1,0,2,0,0,1.9166666,1.5,2.5,1.75,1.818247657,0.480620929,0.420080435,0.917546293,0.023142186,1.980744477,0.696088184,1.098553176,1.812442014,0.848709638,3.128409233,1.460207205,2,1,0,1,0,-1,0,0,0,0,0,0,-2.847203456,-0.069999911,-0.542825406,-2.234378139,0.023142186,-2.092012601,-0.815208274,-0.461784232,0.170508016,0.028840361,0.245123873,0.237559862
JPN,2003,3,7,Right,0,1,127718000,1.169873714,1.157461047,34164.1105,0.36587648,0.298535061,3.51E+12,2,1,1,0,0,1,2,0,2.75,1,4.25,3,1.840809363,0.136585894,0.361562081,1.342661388,0.003461947,2.043067825,1.002967482,1.770834727,1.174219774,0.671271696,2.025353669,0.826034001,-2,-1,0,-1,0,-2,1,-1,0.0555556,0.16666669,0,0,-2.053007051,-0.350066162,-0.650699815,-1.052241074,0.003461947,-1.466204026,-1.014347039,-1.040065448,0.103877521,0.028252451,0.147545935,0.135834164
KOR,2003,1,7,Center,0,0,47892330,0.544911742,0.79047668,28951.0242,0.414162837,0.445099802,1.02E+12,3,0,1,2,0,4,2,3,1.8055556,1.1666666,2.5,1.75,1.749412232,0.309899401,0.42903106,1.010481771,0.006300052,1.604448679,1.065002654,1.135478005,1.412275496,0.692657691,2.395723352,1.148445497,2,0,1,1,0,2,2,2,0.4166668,0,0,1.25,-2.130642991,-0.493909403,-0.580348492,-1.056385096,0.006300052,-1.702602664,-0.754007327,-1.149513583,0.055593243,0.057175125,0.106053077,0.003551524
MEX,2003,3,7,Right,0,1,102978515,-0.241587132,0.131819323,24105.9899,0.712592626,0.378434004,1.45E+12,1,0,1,0,0,1,2,0,0.91666669,0.5,2.25,0,1.336400292,0.076945005,0.226277534,1.033177753,0.000595248,1.426312322,1.144650771,3.46128201,1.302304829,0.676858615,2.171924593,1.058131361,0,0,1,-1,0,0,2,0,-0.05555552,-0.16666669,0,0,-5.011222779,-0.853257358,-1.568514203,-2.589451217,0.000595248,-4.042735225,-2.382611346,-2.440646138,0.046241351,0.003545842,0.106810211,0.028368002
NOR,2003,2,7,Right,0,1,4564855,2.010966539,1.83412087,60491.1004,0.400030853,0.284542911,2.04381E+14,2,0,0,2,0,2,0,0,2.25,1.5,4.75,0.5,2.062203845,0.553276477,0.560076092,0.948851276,0.00923335,2.315072003,1.037239664,0.96291178,1.781980925,0.849928546,3.270605517,1.225408783,0,0,0,0,0,0,0,0,-0.1111112,0.1666666,0,-0.5,-2.666048458,-0.144270863,-0.504271655,-2.01750594,0.00923335,-1.899651767,-0.569365726,-0.708947171,0.281392443,0.048348887,0.61170447,0.18412407
NZL,2003,4,7,Left,1,0,4027200,2.284625292,1.761944294,38845.9187,0.480410215,0.612159544,1.10177E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,1.820209559,0.475009277,0.478002247,0.867198035,0.011391537,1.874446206,0.806236426,0.867108271,1.952275311,0.95207799,3.511883092,1.392864893,0,0,0,0,0,0,0,0,0,0,0,0,-2.758955389,-0.164962484,-0.549484741,-2.044508165,0.011391537,-2.30463832,-0.781224247,-0.717635877,0.203258257,0.037314764,0.335403035,0.237057037
RUS,2003,3,7,0,0,0,144648618,-0.783091724,-0.499138176,22577.7109,0.596259739,0.874749247,2.46E+12,2,0,2,0,0,1,2,0,0.72222221,0.66666669,1.5,0,1.626795584,0.392277456,0.343569461,0.890948668,0.041659224,1.714485086,0.587249347,0.754538875,1.632765308,0.838919658,2.758638183,1.300738118,2,0,2,0,0,1,2,0,0.11111111,0.33333335,0,0,-1.598214749,-0.050912409,-0.377631091,-1.169671249,0.041659224,-1.421440949,-0.684823671,-0.481441936,0.158177601,0.026624952,0.214734678,0.233173196
TUR,2003,1,7,0,0,0,67831730,-0.209118396,0.034863185,18927.3023,0.631999682,0.310134432,7.66129E+14,0,0,0,0,1,0,0,0,0.83333331,1,1,0.5,1.703923046,0.438620736,0.470552612,0.794749698,0,1.749204286,0.744148861,0.82334025,1.814746665,0.921057662,3.162153229,1.36102915,0,0,0,0,1,0,0,0,0,0,0,0,-2.156373274,-0.042459719,-0.409840397,-1.704073159,0,-1.980134368,-0.696214209,-0.706801822,0.168746076,0.040212353,0.247090111,0.218935806
USA,2003,3,7,Right,0,1,290107933,1.704490542,1.540124536,57764.7513,0.544033261,0.469061179,1.20501E+13,1,0,0,1,0,1,1,4,1.2222222,0.66666669,2,1,3.855079061,0.519892325,2.002060464,1.333126272,0.004961908,4.82526289,2.941006893,1.06584369,1.625635576,0.6108461,3.201032038,1.06502866,-6,-1,-2,-3,0,-5,-3,-3,0,0,0,0,1.002429202,0.059313505,1.328120033,-0.385004336,0.004961908,2.188508747,1.835612265,0.63594133,0.364606549,-0.00213018,1.01116298,0.084786882
ZAF,2003,4,7,Left,1,0,48500348,0.275540829,0.59958005,15937.0769,0.666753957,0.937482469,4.20897E+14,1,0,1,0,0,0,1,0,0.25,0.5,0.25,0,1.697634606,0.411714877,0.382822108,0.90309762,0.008040132,1.695053585,0.898642671,0.95016747,1.752435034,0.86826736,3.091714789,1.297323001,1,0,1,0,0,0,1,0,0,0,0,0,-2.582469263,-0.340372195,-0.65867884,-1.583418229,0.008040132,-2.116215014,-0.72209463,-0.922026612,0.195885085,0.027900188,0.384369545,0.175385563
AUS,2004,8,7,Right,0,1,19932722,2.005868912,1.98494184,50819.2597,0.474483348,0.685351641,7.41484E+14,3,0,1,2,0,6,4,7,1.4722222,1.1666666,1.75,1.5,2.836343098,0.707985586,1.154170666,0.974186846,0.001853542,2.715281912,2.138925539,1.181980808,1.803166274,0.953276369,2.988093137,1.468129411,0,0,1,-1,0,3,2,6,0.3333334,0,0,1,0.948245609,0.29100498,0.634172344,0.023068285,-0.001399988,0.873912275,0.960679744,0.012411191,0.15569766,0.162210559,0.209733079,0.095149409
BRA,2004,2,7,Left,1,0,182675143,-0.027268711,-0.092270918,17194.656,0.67862385,0.467272296,1.99E+12,1,0,1,0,0,1,1,0,0.55555558,0.16666667,0.5,1,2.623450587,0.650168297,0.561853188,1.411429102,0.037741658,2.940434989,2.03038043,1.816513996,1.525225288,0.744584903,2.674832326,1.156258703,-1,0,0,-1,0,0,0,-2,-0.19444442,-0.33333333,0,-0.25,1.064004806,0.399057311,0.147081394,0.517866101,0.032669227,1.308766878,1.048676304,0.163410766,0.112948854,0.012354664,0.243601712,0.082890206
CAN,2004,2,7,Left,1,0,31938807,1.805866241,1.900697708,48494.663,0.507063854,0.528537214,1.16592E+12,0,0,0,0,0,1,2,0,1.8888888,0.16666667,4.5,1,2.968529212,0.165220747,0.233048504,2.570259961,0.002200586,3.007028472,2.027223901,3.373704391,1.330683193,0.715490332,2.232304348,1.044254987,-10,-1,-6,-3,0,-13,-6,-3,0,0,0,0,1.805378778,0.079824829,0.149116711,1.576437238,0.001012903,1.861974048,1.038719228,0.052040155,0.025110653,0.012450051,0.055337748,0.007544169
CHE,2004,1,7,-999,0,0,7389625,1.985262632,2.158515692,62920.7393,0.421897006,0.125504985,3.61203E+14,1,1,0,0,0,1,0,0,2.25,1,3.5,2.25,2.94511646,1.561817563,0.365893492,1.017405405,0.00130054,4.03456712,2.558359287,1.638769699,2.077574901,0.927532719,3.65614001,1.649052076,1,1,0,0,0,1,0,0,0,0,0,0,1.166047158,1.088395232,-0.122097542,0.199749469,-0.016689226,2.169699523,1.808394823,0.676193813,0.184721521,-0.006055993,0.400412647,0.159807974
CHL,2004,5,7,Left,1,0,16187322,1.305859327,1.117753029,22410.0783,0.714940509,0.336810229,2.39451E+14,1,0,0,1,1,1,0,0,0.19444445,0.33333334,0.25,0,2.53384336,0.573654462,0.923850675,1.036338223,0,2.674749135,2.062003937,1.306181827,1.559010675,0.761615267,2.630337181,1.285079636,1,0,0,1,1,1,0,0,0,0,0,0,0.662198467,0.266634259,0.390367167,0.005197041,-0.005080479,0.804418505,0.972772922,-0.249639028,0.135845687,0.034464891,0.307582133,0.065490058
CHN,2004,1,3,Left,1,0,1296075000,-0.565061569,-0.109930389,6774.271,0.546003508,1.210235619,6.34E+12,3,0,3,0,0,3,3,0,0.69444442,0.33333334,1.75,0,2.832975972,0.762930304,0.709562825,1.360482843,0.008439472,2.875140857,2.150155633,1.927146502,1.931977852,1.011834532,3.060165994,1.723933113,1,0,3,-2,0,1,3,0,0.33333332,0,1,0,0.937784146,0.375127955,0.055566211,0.507089981,0.002715138,1.009636314,0.707440686,0.257407982,0.147051046,0.15867032,0.122144524,0.160338353
DEU,2004,6,7,Left,1,0,82516260,1.840065479,1.46714747,45769.279,0.515087679,0.279901672,3.01E+12,4,3,0,1,0,6,4,3,2.7777777,0.83333331,5.25,2.25,2.380840009,0.804367927,0.558253327,1.018218755,0.002607765,2.861456175,1.727289692,0.859091655,1.707927238,0.883956726,2.939480351,1.300344686,3,3,-1,1,0,5,3,3,0.111111,-0.16666669,0,0.5,0.516360091,0.214625536,0.359539783,-0.057805227,-0.019813449,0.871015753,1.18286314,-0.302420332,0.19025921,0.033777426,0.537194089,-0.000193923
ESP,2004,8,7,Right,0,1,42921895,1.337189078,1.33226645,38107.1626,0.445160177,0.275911854,1.32E+12,1,0,0,1,0,1,0,0,2.2222223,0.66666669,4.75,1.25,3.01755197,1.569202031,0.448813215,0.999536724,0.004505319,4.157536044,2.666097052,1.144784809,2.120950054,0.96742103,3.685064785,1.71036445,1,0,0,1,0,1,0,-1,0.7500001,0,2.25,0,0.670565224,0.775746205,0.116602047,-0.221783029,-0.01075529,1.572336706,2.092938234,0.092622027,0.230036426,-0.005690523,0.591517428,0.104282412
FRA,2004,2,6,Right,0,1,62707588,1.311163783,1.755630255,47471.6354,0.462387672,0.210998613,2.28E+12,3,2,0,1,0,5,4,0,2.8333333,1,4.75,2.75,2.776931442,1.243735207,0.480180474,1.053015762,0.003162599,3.524044611,1.960290764,1.445696331,1.95613753,0.91171818,3.574368935,1.382325543,-2,0,0,-2,0,-1,4,-3,0.75,0,2.25,0,1.558207417,0.945451709,0.086175579,0.52658013,-0.010468326,2.319248711,1.277157721,0.88615429,0.151900276,-0.002334915,0.322006242,0.136029513
GBR,2004,7,7,Left,1,0,59987905,1.910911679,1.868020773,42181.3527,0.490052267,0.275819179,1.90E+12,5,1,1,3,0,5,2,1,2.1388888,1.1666666,4.75,0.5,2.507538384,1.144127945,0.406833594,0.956576844,0.002404452,3.278474188,2.211185581,1.486639188,1.869009082,0.834099527,3.260841206,1.512086587,3,0,1,2,0,3,1,1,0,0,0,0,0.671403237,0.737565748,-0.042448449,-0.023714063,-0.012768438,1.27928046,1.445540132,0.209425625,0.217179475,0.011894886,0.516158559,0.123485012
IDN,2004,3,6,0,0,0,227926649,-0.976611793,-0.49050501,6600.8278,0.530866971,0.478518215,9.14555E+14,2,0,2,0,0,1,2,0,0.25,0,0.75,0,2.769604481,0.68160128,1.116964826,0.971038374,0.003423141,2.723386352,2.158593411,1.514845402,1.945671894,1.075136362,3.041989661,1.719889751,2,0,2,0,0,1,1,0,0,0,0,0,0.819011706,0.275596851,0.560297341,-0.016882486,-0.002908107,0.903043881,0.869154606,0.363074741,0.20117572,0.227244094,0.217371208,0.158911934
IND,2004,6,7,Right,0,1,1135991513,-0.448476195,-0.179698884,3990.378,0.546415581,0.617297619,2.55E+12,0,0,0,0,0,0,0,0,1.3055556,0.66666669,2.75,0.5,2.90615064,0.677758252,0.933699917,1.294692471,0.006307313,3.21962821,2.275375781,1.803493907,1.568845524,0.81129876,2.703157688,1.192080186,-1,0,0,-1,0,-1,0,0,0,0,0,0,1.172229667,0.383066756,0.50193858,0.287224331,-0.004262309,1.444501265,1.206240718,0.436594939,0.098393372,0.016953017,0.174931795,0.10329531
ITA,2004,3,7,Right,0,1,57685327,0.361397028,0.628187001,45382.8407,0.501701933,0.227530157,2.12E+12,3,2,1,0,0,5,2,1,1.9722222,1.6666666,2.5,1.75,2.671282089,1.252785605,0.332130375,1.08636611,0.004101005,3.459432919,2.295825228,1.249277822,2.039197727,0.815734973,3.725870294,1.575987995,1,1,1,-1,0,3,2,1,0.0555556,0.1666666,0,0,0.853034432,0.772164676,-0.087950061,0.168819817,-0.019041181,1.478688442,1.599737044,0.150724645,0.226755713,-0.032974665,0.597461061,0.115780789
JPN,2004,4,7,Right,0,1,127761000,1.200011015,1.343322992,34785.8952,0.378690188,0.290247755,3.59E+12,2,1,1,0,0,1,1,0,3.0277777,1.8333334,4.25,3,3.090393292,0.436464552,1.26165488,1.392273859,0.007762787,3.289069333,2.618571288,2.005807286,1.327342096,0.655201028,2.348990771,0.977834528,0,0,0,0,0,0,-1,0,0.2777777,0.8333334,0,0,1.249583929,0.299878658,0.900092799,0.049612471,0.004300841,1.246001508,1.615603806,0.234972559,0.153122322,-0.016070668,0.323637102,0.151800528
KOR,2004,2,7,Center,0,0,48082519,0.37884891,0.815539062,30110.0401,0.42526867,0.440054591,1.07E+12,6,1,3,2,0,5,5,3,2.2222223,1.1666666,2.75,2.75,2.548380536,0.489342306,1.119463204,0.939575026,0.00854009,2.607971927,2.055512331,1.34991452,1.570108764,0.838325205,2.687463692,1.184537514,3,1,2,0,0,1,3,0,0.4166667,0,0.25,1,0.798968304,0.179442904,0.690432144,-0.070906744,0.002240038,1.003523248,0.990509677,0.214436515,0.157833268,0.145667513,0.291740341,0.036092018
MEX,2004,4,7,Right,0,1,104394131,-0.389334857,0.075833812,24438.5546,0.727644816,0.370681695,1.50E+12,1,0,0,1,0,1,1,0,0.80555558,0.16666667,2.25,0,2.863386766,0.159557427,0.182719024,2.521110316,0.006369121,2.941510467,2.029952765,3.364821185,1.346308895,0.687495564,2.26299988,1.08843133,0,0,-1,1,0,0,-1,0,-0.11111111,-0.33333333,0,0,1.526986475,0.082612422,-0.04355851,1.487932563,0.005773873,1.515198145,0.885301994,-0.096460824,0.044004066,0.01063695,0.091075286,0.030299968
NOR,2004,3,7,Right,0,1,4591910,1.912864566,2.05889225,65972.178,0.407539969,0.276543228,2.24161E+14,3,1,1,1,0,3,1,2,2.25,1.5,4.75,0.5,2.975304938,1.16804262,0.464736469,1.34252585,0.001333217,3.674493717,2.261653602,1.290872901,1.936228624,0.836663411,3.648962007,1.323060574,1,1,1,-1,0,1,1,2,0,0,0,0,0.913101094,0.614766143,-0.095339624,0.393674574,-0.007900132,1.359421714,1.224413938,0.327961121,0.154247699,-0.013265136,0.37835649,0.097651791
